"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCABAMBA (000)",31314,28154,1597,681,882
"Hombres (001)",24333,22080,1212,430,611
"Mujeres (002)",6981,6074,385,251,271
"De 06 a 14 años (003)",811,778,31,1,1
"Hombres (004)",586,559,26,1,
"Mujeres (005)",225,219,5,,1
"De 15 a 29 años (006)",10257,9297,568,135,257
"Hombres (007)",7839,7137,442,96,164
"Mujeres (008)",2418,2160,126,39,93
"De 30 a 44 años (009)",9791,8407,599,360,425
"Hombres (010)",7462,6537,419,217,289
"Mujeres (011)",2329,1870,180,143,136
"De 45 a 64 años (012)",7887,7182,346,177,182
"Hombres (013)",6254,5727,276,108,143
"Mujeres (014)",1633,1455,70,69,39
"De 65 y más años (015)",2568,2490,53,8,17
"Hombres (016)",2192,2120,49,8,15
"Mujeres (017)",376,370,4,,2
,,,,,
"URBANA (018)",5402,3843,552,468,539
"Hombres (019)",3318,2375,338,271,334
"Mujeres (020)",2084,1468,214,197,205
"De 06 a 14 años (021)",84,81,2,1,
"Hombres (022)",65,62,2,1,
"Mujeres (023)",19,19,,,
"De 15 a 29 años (024)",1507,1133,157,68,149
"Hombres (025)",916,685,103,46,82
"Mujeres (026)",591,448,54,22,67
"De 30 a 44 años (027)",2145,1356,254,263,272
"Hombres (028)",1249,795,139,147,168
"Mujeres (029)",896,561,115,116,104
"De 45 a 64 años (030)",1359,992,127,133,107
"Hombres (031)",861,629,83,74,75
"Mujeres (032)",498,363,44,59,32
"De 65 y más años (033)",307,281,12,3,11
"Hombres (034)",227,204,11,3,9
"Mujeres (035)",80,77,1,,2
,,,,,
"RURAL (036)",25912,24311,1045,213,343
"Hombres (037)",21015,19705,874,159,277
"Mujeres (038)",4897,4606,171,54,66
"De 06 a 14 años (039)",727,697,29,,1
"Hombres (040)",521,497,24,,
"Mujeres (041)",206,200,5,,1
"De 15 a 29 años (042)",8750,8164,411,67,108
"Hombres (043)",6923,6452,339,50,82
"Mujeres (044)",1827,1712,72,17,26
"De 30 a 44 años (045)",7646,7051,345,97,153
"Hombres (046)",6213,5742,280,70,121
"Mujeres (047)",1433,1309,65,27,32
"De 45 a 64 años (048)",6528,6190,219,44,75
"Hombres (049)",5393,5098,193,34,68
"Mujeres (050)",1135,1092,26,10,7
"De 65 y más años (051)",2261,2209,41,5,6
"Hombres (052)",1965,1916,38,5,6
"Mujeres (053)",296,293,3,,
