"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHINCHEROS (000)",51583,1056,19205,11548,8667,6885,4222
"Hombres (001)",25701,544,9783,5752,4228,3383,2011
"Mujeres (002)",25882,512,9422,5796,4439,3502,2211
"Viviendas particulares (003)",51325,1055,19197,11474,8554,6847,4198
"Hombres (004)",25502,543,9776,5693,4145,3350,1995
"Mujeres (005)",25823,512,9421,5781,4409,3497,2203
"Viviendas colectivas (006)",148,1,3,47,75,18,4
"Hombres (007)",113,1,2,36,54,17,3
"Mujeres (008)",35,,1,11,21,1,1
"Otro tipo (009)",110,,5,27,38,20,20
"Hombres (010)",86,,5,23,29,16,13
"Mujeres (011)",24,,,4,9,4,7
,,,,,,,
"URBANA (012)",16592,321,6024,3708,3312,2152,1075
"Hombres (013)",8223,164,3019,1801,1634,1098,507
"Mujeres (014)",8369,157,3005,1907,1678,1054,568
"Viviendas particulares (015)",16336,320,6016,3635,3199,2114,1052
"Hombres (016)",8025,163,3012,1743,1551,1065,491
"Mujeres (017)",8311,157,3004,1892,1648,1049,561
"Viviendas colectivas (018)",147,1,3,46,75,18,4
"Hombres (019)",112,1,2,35,54,17,3
"Mujeres (020)",35,,1,11,21,1,1
"Otro tipo (021)",109,,5,27,38,20,19
"Hombres (022)",86,,5,23,29,16,13
"Mujeres (023)",23,,,4,9,4,6
,,,,,,,
"RURAL (024)",34991,735,13181,7840,5355,4733,3147
"Hombres (025)",17478,380,6764,3951,2594,2285,1504
"Mujeres (026)",17513,355,6417,3889,2761,2448,1643
"Viviendas particulares (027)",34989,735,13181,7839,5355,4733,3146
"Hombres (028)",17477,380,6764,3950,2594,2285,1504
"Mujeres (029)",17512,355,6417,3889,2761,2448,1642
"Viviendas colectivas (030)",1,,,1,,,
"Hombres (031)",1,,,1,,,
"Otro tipo (033)",1,,,,,,1
"Mujeres (035)",1,,,,,,1
