"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ACOMAYO (000)",265,7,115,81,55,7
"Conviviente (001)",82,,24,43,15,
"Separado(a) (002)",7,,4,2,1,
"Casado(a) (003)",64,,3,26,30,5
"Viudo(a) (004)",8,,1,,5,2
"Divorciado(a) (005)",2,,1,,1,
"Soltero(a) (006)",102,7,82,10,3,
"Hombres (008)",201,2,80,65,47,7
"Conviviente (009)",71,,19,39,13,
"Separado(a) (010)",4,,2,1,1,
"Casado(a) (011)",52,,2,19,26,5
"Viudo(a) (012)",5,,,,3,2
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",68,2,57,6,3,
"Mujeres (016)",64,5,35,16,8,
"Conviviente (017)",11,,5,4,2,
"Separado(a) (018)",3,,2,1,,
"Casado(a) (019)",12,,1,7,4,
"Viudo(a) (020)",3,,1,,2,
"Divorciado(a) (021)",1,,1,,,
"Soltero(a) (022)",34,5,25,4,,
,,,,,,
"AREA URBANA (024)",161,4,73,46,33,5
"Conviviente (025)",54,,17,29,8,
"Separado(a) (026)",4,,3,,1,
"Casado(a) (027)",41,,3,13,21,4
"Viudo(a) (028)",3,,1,,1,1
"Divorciado(a) (029)",1,,1,,,
"Soltero(a) (030)",58,4,48,4,2,
"Hombres (032)",119,1,53,33,27,5
"Conviviente (033)",44,,13,25,6,
"Separado(a) (034)",3,,2,,1,
"Casado(a) (035)",29,,2,6,17,4
"Viudo(a) (036)",2,,,,1,1
"Soltero(a) (038)",41,1,36,2,2,
"Mujeres (040)",42,3,20,13,6,
"Conviviente (041)",10,,4,4,2,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",12,,1,7,4,
"Viudo(a) (044)",1,,1,,,
"Divorciado(a) (045)",1,,1,,,
"Soltero(a) (046)",17,3,12,2,,
,,,,,,
"AREA RURAL (048)",104,3,42,35,22,2
"Conviviente (049)",28,,7,14,7,
"Separado(a) (050)",3,,1,2,,
"Casado(a) (051)",23,,,13,9,1
"Viudo(a) (052)",5,,,,4,1
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",44,3,34,6,1,
"Hombres (056)",82,1,27,32,20,2
"Conviviente (057)",27,,6,14,7,
"Separado(a) (058)",1,,,1,,
"Casado(a) (059)",23,,,13,9,1
"Viudo(a) (060)",3,,,,2,1
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",27,1,21,4,1,
"Mujeres (064)",22,2,15,3,2,
"Conviviente (065)",1,,1,,,
"Separado(a) (066)",2,,1,1,,
"Viudo(a) (068)",2,,,,2,
"Soltero(a) (070)",17,2,13,2,,
