"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,,,
"Viviendas particulares (001)",7073,1628,2944,1138,838,192,195,39,99
"Ocupantes presentes (002)",23154,4307,9278,4148,3299,797,790,161,374
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6885,1577,2865,1108,823,183,194,39,96
"Ocupantes presentes (005)",22590,4176,9064,4061,3233,749,787,161,359
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",26,2,9,7,1,3,1,,3
"Ocupantes presentes (011)",100,5,33,14,9,21,3,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,1,4,3,,2,,,
"Ocupantes presentes (014)",27,1,11,12,,3,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",147,43,66,20,14,4,,,
"Ocupantes presentes (017)",432,120,170,61,57,24,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,3,,,,,,,
"Ocupantes presentes (020)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2208,434,896,333,306,73,85,21,60
"Ocupantes presentes (029)",7056,1088,2752,1118,1144,291,350,79,234
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2168,427,883,323,305,68,84,21,57
"Ocupantes presentes (032)",6925,1078,2708,1092,1135,267,347,79,219
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",26,2,9,7,1,3,1,,3
"Ocupantes presentes (038)",100,5,33,14,9,21,3,,15
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,1,4,3,,2,,,
"Ocupantes presentes (041)",27,1,11,12,,3,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,3,,,,,,,
"Ocupantes presentes (047)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4865,1194,2048,805,532,119,110,18,39
"Ocupantes presentes (056)",16098,3219,6526,3030,2155,506,440,82,140
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4717,1150,1982,785,518,115,110,18,39
"Ocupantes presentes (059)",15665,3098,6356,2969,2098,482,440,82,140
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",147,43,66,20,14,4,,,
"Ocupantes presentes (071)",432,120,170,61,57,24,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,,
