"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ANTABAMBA (000)",3290,19,95,227,367,580,1164,838
"De 12 a 14 años (001)",7,,,,,,,7
"De 15 a 19 años (002)",85,,,,,,53,32
"De 20 a 24 años (003)",290,,,,,,199,91
"De 25 a 29 años (004)",312,,,,,10,239,63
"De 30 a 34 años (005)",328,,,,,28,223,77
"De 35 a 39 años (006)",339,,,,,70,220,49
"De 40 a 44 años (007)",293,,,,6,103,136,48
"De 45 a 49 años (008)",288,,,,23,153,75,37
"De 50 y más años (009)",1348,19,95,227,338,216,19,434
"PEA (010)",1270,6,19,63,125,275,488,294
"De 15 a 19 años (012)",25,,,,,,14,11
"De 20 a 24 años (013)",118,,,,,,84,34
"De 25 a 29 años (014)",125,,,,,3,90,32
"De 30 a 34 años (015)",140,,,,,10,99,31
"De 35 a 39 años (016)",158,,,,,37,94,27
"De 40 a 44 años (017)",145,,,,4,52,70,19
"De 45 a 49 años (018)",136,,,,11,79,31,15
"De 50 y más años (019)",423,6,19,63,110,94,6,125
"Ocupada (020)",1260,6,19,62,125,271,483,294
"De 15 a 19 años (022)",25,,,,,,14,11
"De 20 a 24 años (023)",117,,,,,,83,34
"De 25 a 29 años (024)",124,,,,,3,89,32
"De 30 a 34 años (025)",139,,,,,10,98,31
"De 35 a 39 años (026)",155,,,,,36,92,27
"De 40 a 44 años (027)",144,,,,4,51,70,19
"De 45 a 49 años (028)",134,,,,11,77,31,15
"De 50 y más años (029)",422,6,19,62,110,94,6,125
"Desocupada (030)",10,,,1,,4,5,
"De 20 a 24 años (033)",1,,,,,,1,
"De 25 a 29 años (034)",1,,,,,,1,
"De 30 a 34 años (035)",1,,,,,,1,
"De 35 a 39 años (036)",3,,,,,1,2,
"De 40 a 44 años (037)",1,,,,,1,,
"De 45 a 49 años (038)",2,,,,,2,,
"De 50 y más años (039)",1,,,1,,,,
"No PEA (040)",2020,13,76,164,242,305,676,544
"De 12 a 14 años (041)",7,,,,,,,7
"De 15 a 19 años (042)",60,,,,,,39,21
"De 20 a 24 años (043)",172,,,,,,115,57
"De 25 a 29 años (044)",187,,,,,7,149,31
"De 30 a 34 años (045)",188,,,,,18,124,46
"De 35 a 39 años (046)",181,,,,,33,126,22
"De 40 a 44 años (047)",148,,,,2,51,66,29
"De 45 a 49 años (048)",152,,,,12,74,44,22
"De 50 y más años (049)",925,13,76,164,228,122,13,309
,,,,,,,,
"URBANA (060)",2292,15,68,152,253,430,789,585
"De 12 a 14 años (061)",6,,,,,,,6
"De 15 a 19 años (062)",57,,,,,,34,23
