"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAÑETE (000)",176194,26128,38875,8318,103285
"Hombres (001)",88124,11584,19876,4932,51998
"Mujeres (002)",88070,14544,18999,3386,51287
"PEA (003)",85642,6674,18940,4852,55439
"Hombres (004)",55022,3559,12073,3506,36085
"Mujeres (005)",30620,3115,6867,1346,19354
"Ocupada (006)",82659,6448,18660,4761,53050
"Hombres (007)",53037,3435,11902,3443,34455
"Mujeres (008)",29622,3013,6758,1318,18595
"Desocupada (009)",2983,226,280,91,2389
"Hombres (010)",1985,124,171,63,1630
"Mujeres (011)",998,102,109,28,759
"No PEA (012)",90552,19454,19935,3466,47846
"Hombres (013)",33102,8025,7803,1426,15913
"Mujeres (014)",57450,11429,12132,2040,31933
,,,,,
"URBANA (018)",147884,22331,33603,7338,84959
"Hombres (019)",73323,9868,16844,4272,42560
"Mujeres (020)",74561,12463,16759,3066,42399
"PEA (021)",71620,5866,16137,4234,45596
"Hombres (022)",45149,3085,9953,2995,29278
"Mujeres (023)",26471,2781,6184,1239,16318
"Ocupada (024)",68954,5659,15882,4150,43473
"Hombres (025)",43378,2970,9800,2935,27832
"Mujeres (026)",25576,2689,6082,1215,15641
"Desocupada (027)",2666,207,255,84,2123
"Hombres (028)",1771,115,153,60,1446
"Mujeres (029)",895,92,102,24,677
"No PEA (030)",76264,16465,17466,3104,39363
"Hombres (031)",28174,6783,6891,1277,13282
"Mujeres (032)",48090,9682,10575,1827,26081
,,,,,
"RURAL (036)",28310,3797,5272,980,18326
"Hombres (037)",14801,1716,3032,660,9438
"Mujeres (038)",13509,2081,2240,320,8888
"PEA (039)",14022,808,2803,618,9843
"Hombres (040)",9873,474,2120,511,6807
"Mujeres (041)",4149,334,683,107,3036
"Ocupada (042)",13705,789,2778,611,9577
"Hombres (043)",9659,465,2102,508,6623
"Mujeres (044)",4046,324,676,103,2954
"Desocupada (045)",317,19,25,7,266
"Hombres (046)",214,9,18,3,184
"Mujeres (047)",103,10,7,4,82
"No PEA (048)",14288,2989,2469,362,8483
"Hombres (049)",4928,1242,912,149,2631
"Mujeres (050)",9360,1747,1557,213,5852
