"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CELENDIN (000)",23866,2520,28,14203,3835,444,1895,176,765
"Empleado (001)",2766,27,1,222,355,153,1342,87,579
"Obrero (002)",3391,373,4,2181,682,49,69,15,18
"Trabajador independiente (003)",13533,1577,13,9026,2093,197,419,61,147
"Empleador o patrono (004)",334,61,,182,52,9,16,4,10
"Trabajador familiar no remunerado (005)",3124,343,5,2171,523,27,36,8,11
"Trabajador del hogar (006)",718,139,5,421,130,9,13,1,
"Hombres (008)",18144,1619,12,11568,3049,291,1008,129,468
"Empleado (009)",1462,3,1,120,229,81,645,58,325
"Obrero (010)",2909,239,2,1896,633,45,64,14,16
"Trabajador independiente (011)",11058,1104,6,7668,1711,142,268,48,111
"Empleador o patrono (012)",287,53,,157,47,6,12,2,10
"Trabajador familiar no remunerado (013)",2397,211,3,1712,422,17,19,7,6
"Trabajador del hogar (014)",31,9,,15,7,,,,
"Mujeres (016)",5722,901,16,2635,786,153,887,47,297
"Empleado (017)",1304,24,,102,126,72,697,29,254
"Obrero (018)",482,134,2,285,49,4,5,1,2
"Trabajador independiente (019)",2475,473,7,1358,382,55,151,13,36
"Empleador o patrono (020)",47,8,,25,5,3,4,2,
"Trabajador familiar no remunerado (021)",727,132,2,459,101,10,17,1,5
"Trabajador del hogar (022)",687,130,5,406,123,9,13,1,
,,,,,,,,,
"URBANA (024)",7208,325,20,2294,1806,339,1597,144,683
"Empleado (025)",2294,14,1,141,294,119,1144,69,512
"Obrero (026)",923,47,3,418,340,37,50,11,17
"Trabajador independiente (027)",3150,188,8,1336,929,150,350,53,136
"Empleador o patrono (028)",84,3,,28,18,7,14,4,10
"Trabajador familiar no remunerado (029)",427,33,3,184,148,18,27,6,8
"Trabajador del hogar (030)",330,40,5,187,77,8,12,1,
"Hombres (032)",4369,123,7,1453,1234,214,817,105,416
"Empleado (033)",1181,2,1,74,181,63,529,46,285
"Obrero (034)",822,35,2,369,311,33,47,10,15
"Trabajador independiente (035)",2056,65,2,881,642,101,220,42,103
"Empleador o patrono (036)",59,1,,17,14,5,10,2,10
"Trabajador familiar no remunerado (037)",239,20,2,104,82,12,11,5,3
"Trabajador del hogar (038)",12,,,8,4,,,,
"Mujeres (040)",2839,202,13,841,572,125,780,39,267
"Empleado (041)",1113,12,,67,113,56,615,23,227
"Obrero (042)",101,12,1,49,29,4,3,1,2
"Trabajador independiente (043)",1094,123,6,455,287,49,130,11,33
"Empleador o patrono (044)",25,2,,11,4,2,4,2,
"Trabajador familiar no remunerado (045)",188,13,1,80,66,6,16,1,5
"Trabajador del hogar (046)",318,40,5,179,73,8,12,1,
,,,,,,,,,
"RURAL (048)",16658,2195,8,11909,2029,105,298,32,82
"Empleado (049)",472,13,,81,61,34,198,18,67
"Obrero (050)",2468,326,1,1763,342,12,19,4,1
"Trabajador independiente (051)",10383,1389,5,7690,1164,47,69,8,11
"Empleador o patrono (052)",250,58,,154,34,2,2,,
"Trabajador familiar no remunerado (053)",2697,310,2,1987,375,9,9,2,3
"Trabajador del hogar (054)",388,99,,234,53,1,1,,
"Hombres (056)",13775,1496,5,10115,1815,77,191,24,52
"Empleado (057)",281,1,,46,48,18,116,12,40
"Obrero (058)",2087,204,,1527,322,12,17,4,1
"Trabajador independiente (059)",9002,1039,4,6787,1069,41,48,6,8
"Empleador o patrono (060)",228,52,,140,33,1,2,,
"Trabajador familiar no remunerado (061)",2158,191,1,1608,340,5,8,2,3
"Trabajador del hogar (062)",19,9,,7,3,,,,
"Mujeres (064)",2883,699,3,1794,214,28,107,8,30
"Empleado (065)",191,12,,35,13,16,82,6,27
"Obrero (066)",381,122,1,236,20,,2,,
"Trabajador independiente (067)",1381,350,1,903,95,6,21,2,3
"Empleador o patrono (068)",22,6,,14,1,1,,,
"Trabajador familiar no remunerado (069)",539,119,1,379,35,4,1,,
"Trabajador del hogar (070)",369,90,,227,50,1,1,,
