"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CONCEPCION (000)",59074,1054,19573,14359,10302,8659,5127
"Jefe o Jefa (001)",14740,,26,1906,4663,5010,3135
"Esposa(o) / compañera(o) (002)",8938,,17,1767,3381,2755,1018
"Hijo(a) / hijastro(a) (003)",26951,715,15737,8613,1548,332,6
"Yerno / nuera (004)",750,,11,459,241,36,3
"Nieto(a) (005)",3614,286,2686,605,35,2,
"Padres / suegros (006)",847,,,,14,162,671
"Otro(a) pariente (007)",2718,49,1016,809,318,282,244
"Trabajador(a) del hogar (008)",45,,3,22,10,8,2
"Pensionistas (009)",17,,1,9,4,2,1
"Otro(a) no pariente (010)",454,4,76,169,88,70,47
"Hombres (011)",28390,542,9921,7000,4651,3919,2357
"Jefe o Jefa (012)",9953,,8,1332,3307,3348,1958
"Esposa(o) / compañera(o) (013)",726,,9,182,252,194,89
"Hijo(a) / hijastro(a) (014)",13669,386,7968,4455,719,139,2
"Yerno / nuera (015)",331,,2,166,140,20,3
"Nieto(a) (016)",1834,131,1356,331,16,,
"Padres / suegros (017)",222,,,,4,37,181
"Otro(a) pariente (018)",1398,21,532,436,167,140,102
"Trabajador(a) del hogar (019)",9,,1,3,,4,1
"Pensionistas (020)",13,,,8,3,2,
"Otro(a) no pariente (021)",235,4,45,87,43,35,21
"Mujeres (022)",30684,512,9652,7359,5651,4740,2770
"Jefe o Jefa (023)",4787,,18,574,1356,1662,1177
"Esposa(o) / compañera(o) (024)",8212,,8,1585,3129,2561,929
"Hijo(a) / hijastro(a) (025)",13282,329,7769,4158,829,193,4
"Yerno / nuera (026)",419,,9,293,101,16,
"Nieto(a) (027)",1780,155,1330,274,19,2,
"Padres / suegros (028)",625,,,,10,125,490
"Otro(a) pariente (029)",1320,28,484,373,151,142,142
"Trabajador(a) del hogar (030)",36,,2,19,10,4,1
"Pensionistas (031)",4,,1,1,1,,1
"Otro(a) no pariente (032)",219,,31,82,45,35,26
,,,,,,,
"URBANA (033)",30262,459,8855,7766,5659,4728,2795
"Jefe o Jefa (034)",7685,,16,857,2389,2753,1670
"Esposa(o) / compañera(o) (035)",4426,,8,755,1694,1423,546
"Hijo(a) / hijastro(a) (036)",13188,286,6758,4860,1062,218,4
"Yerno / nuera (037)",467,,5,260,178,22,2
"Nieto(a) (038)",1993,149,1443,373,26,2,
"Padres / suegros (039)",479,,,,11,75,393
"Otro(a) pariente (040)",1620,21,564,504,214,172,145
"Trabajador(a) del hogar (041)",34,,1,17,7,8,1
"Pensionistas (042)",10,,1,4,3,1,1
"Otro(a) no pariente (043)",360,3,59,136,75,54,33
"Hombres (044)",14369,224,4547,3722,2494,2118,1264
"Jefe o Jefa (045)",5018,,7,558,1624,1801,1028
"Esposa(o) / compañera(o) (046)",351,,4,95,116,88,48
"Hijo(a) / hijastro(a) (047)",6637,152,3463,2443,487,90,2
"Yerno / nuera (048)",212,,2,89,106,13,2
"Nieto(a) (049)",1009,63,729,206,11,,
"Padres / suegros (050)",131,,,,3,16,112
"Otro(a) pariente (051)",817,6,309,258,110,76,58
"Trabajador(a) del hogar (052)",6,,,2,,4,
"Pensionistas (053)",7,,,4,2,1,
"Otro(a) no pariente (054)",181,3,33,67,35,29,14
"Mujeres (055)",15893,235,4308,4044,3165,2610,1531
"Jefe o Jefa (056)",2667,,9,299,765,952,642
"Esposa(o) / compañera(o) (057)",4075,,4,660,1578,1335,498
"Hijo(a) / hijastro(a) (058)",6551,134,3295,2417,575,128,2
"Yerno / nuera (059)",255,,3,171,72,9,
"Nieto(a) (060)",984,86,714,167,15,2,
"Padres / suegros (061)",348,,,,8,59,281
"Otro(a) pariente (062)",803,15,255,246,104,96,87
"Trabajador(a) del hogar (063)",28,,1,15,7,4,1
"Pensionistas (064)",3,,1,,1,,1
"Otro(a) no pariente (065)",179,,26,69,40,25,19
,,,,,,,
"RURAL (066)",28812,595,10718,6593,4643,3931,2332
"Jefe o Jefa (067)",7055,,10,1049,2274,2257,1465
"Esposa(o) / compañera(o) (068)",4512,,9,1012,1687,1332,472
"Hijo(a) / hijastro(a) (069)",13763,429,8979,3753,486,114,2
"Yerno / nuera (070)",283,,6,199,63,14,1
"Nieto(a) (071)",1621,137,1243,232,9,,
"Padres / suegros (072)",368,,,,3,87,278
"Otro(a) pariente (073)",1098,28,452,305,104,110,99
"Trabajador(a) del hogar (074)",11,,2,5,3,,1
"Pensionistas (075)",7,,,5,1,1,
"Otro(a) no pariente (076)",94,1,17,33,13,16,14
"Hombres (077)",14021,318,5374,3278,2157,1801,1093
"Jefe o Jefa (078)",4935,,1,774,1683,1547,930
"Esposa(o) / compañera(o) (079)",375,,5,87,136,106,41
"Hijo(a) / hijastro(a) (080)",7032,234,4505,2012,232,49,
"Yerno / nuera (081)",119,,,77,34,7,1
"Nieto(a) (082)",825,68,627,125,5,,
"Padres / suegros (083)",91,,,,1,21,69
"Otro(a) pariente (084)",581,15,223,178,57,64,44
"Trabajador(a) del hogar (085)",3,,1,1,,,1
"Pensionistas (086)",6,,,4,1,1,
"Otro(a) no pariente (087)",54,1,12,20,8,6,7
"Mujeres (088)",14791,277,5344,3315,2486,2130,1239
"Jefe o Jefa (089)",2120,,9,275,591,710,535
"Esposa(o) / compañera(o) (090)",4137,,4,925,1551,1226,431
"Hijo(a) / hijastro(a) (091)",6731,195,4474,1741,254,65,2
"Yerno / nuera (092)",164,,6,122,29,7,
"Nieto(a) (093)",796,69,616,107,4,,
"Padres / suegros (094)",277,,,,2,66,209
"Otro(a) pariente (095)",517,13,229,127,47,46,55
"Trabajador(a) del hogar (096)",8,,1,4,3,,
"Pensionistas (097)",1,,,1,,,
