"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia HUAROCHIRI (000)",56671,7177,10567,12069,9672,6838,10348
"Católica (001)",49451,6293,9078,10537,8481,5946,9116
"Cristiana/Evangélica (002)",4541,555,897,936,790,573,790
"Otra (003)",1702,203,326,335,256,239,343
"Ninguna (004)",977,126,266,261,145,80,99
"Hombres (006)",30267,3637,5666,6680,5331,3694,5259
"Católica (007)",26517,3209,4900,5833,4676,3247,4652
"Cristiana/Evangélica (008)",2273,258,435,498,425,281,376
"Otra (009)",837,96,166,166,136,114,159
"Ninguna (010)",640,74,165,183,94,52,72
"Mujeres (012)",26404,3540,4901,5389,4341,3144,5089
"Católica (013)",22934,3084,4178,4704,3805,2699,4464
"Cristiana/Evangélica (014)",2268,297,462,438,365,292,414
"Otra (015)",865,107,160,169,120,125,184
"Ninguna (016)",337,52,101,78,51,28,27
,,,,,,,
"URBANA (018)",38438,5093,7129,7883,6514,4647,7172
"Católica (019)",33674,4473,6125,6911,5722,4056,6387
"Cristiana/Evangélica (020)",3141,423,647,609,549,384,529
"Otra (021)",994,127,191,195,152,145,184
"Ninguna (022)",629,70,166,168,91,62,72
"Hombres (024)",19644,2557,3665,4093,3396,2388,3545
"Católica (025)",17265,2269,3150,3583,2992,2108,3163
"Cristiana/Evangélica (026)",1475,192,305,303,261,173,241
"Otra (027)",489,55,106,93,83,65,87
"Ninguna (028)",415,41,104,114,60,42,54
"Mujeres (030)",18794,2536,3464,3790,3118,2259,3627
"Católica (031)",16409,2204,2975,3328,2730,1948,3224
"Cristiana/Evangélica (032)",1666,231,342,306,288,211,288
"Otra (033)",505,72,85,102,69,80,97
"Ninguna (034)",214,29,62,54,31,20,18
,,,,,,,
"RURAL (036)",18233,2084,3438,4186,3158,2191,3176
"Católica (037)",15777,1820,2953,3626,2759,1890,2729
"Cristiana/Evangélica (038)",1400,132,250,327,241,189,261
"Otra (039)",708,76,135,140,104,94,159
"Ninguna (040)",348,56,100,93,54,18,27
"Hombres (042)",10623,1080,2001,2587,1935,1306,1714
"Católica (043)",9252,940,1750,2250,1684,1139,1489
"Cristiana/Evangélica (044)",798,66,130,195,164,108,135
"Otra (045)",348,41,60,73,53,49,72
"Ninguna (046)",225,33,61,69,34,10,18
"Mujeres (048)",7610,1004,1437,1599,1223,885,1462
"Católica (049)",6525,880,1203,1376,1075,751,1240
"Cristiana/Evangélica (050)",602,66,120,132,77,81,126
"Otra (051)",360,35,75,67,51,45,87
"Ninguna (052)",123,23,39,24,20,8,9
