"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia SATIPO (000)",70150,62832,3065,1451,2802
"Sin nivel (001)",5982,5826,112,35,9
"Educación inicial (002)",86,76,7,2,1
"Primaria (003)",26054,25016,706,180,152
"Secundaria (004)",29486,27076,1246,424,740
"Superior no univ. incompleta (005)",1848,1412,156,62,218
"Superior no univ. completa (006)",2230,1245,215,191,579
"Superior univ. incompleta (007)",1297,834,112,71,280
"Superior univ. completa (008)",3167,1347,511,486,823
"De 06 a 14 años (010)",1983,1831,133,18,1
"Sin nivel (011)",202,183,18,1,
"Educación inicial (012)",27,25,2,,
"Primaria (013)",1376,1274,89,12,1
"Secundaria (014)",378,349,24,5,
"De 15 a 29 años (020)",29093,26285,1261,502,1045
"Sin nivel (021)",1111,1075,27,7,2
"Educación inicial (022)",40,36,2,1,1
"Primaria (023)",8155,7854,198,57,46
"Secundaria (024)",16552,15300,695,212,345
"Superior no univ. incompleta (025)",982,774,83,30,95
"Superior no univ. completa (026)",867,506,71,53,237
"Superior univ. incompleta (027)",569,368,56,38,107
"Superior univ. completa (028)",817,372,129,104,212
"De 30 a 44 años (030)",23455,20491,1119,633,1212
"Sin nivel (031)",1769,1724,29,13,3
"Educación inicial (032)",19,15,3,1,
"Primaria (033)",8894,8541,233,63,57
"Secundaria (034)",8935,8184,360,137,254
"Superior no univ. incompleta (035)",645,477,56,24,88
"Superior no univ. completa (036)",1042,555,115,97,275
"Superior univ. incompleta (037)",502,313,44,20,125
"Superior univ. completa (038)",1649,682,279,278,410
"De 45 a 64 años (040)",13253,11946,501,279,527
"Sin nivel (041)",2174,2127,34,10,3
"Primaria (043)",6334,6094,159,40,41
"Secundaria (044)",3346,2986,155,68,137
"Superior no univ. incompleta (045)",211,153,17,8,33
"Superior no univ. completa (046)",312,177,28,40,67
"Superior univ. incompleta (047)",208,138,11,11,48
"Superior univ. completa (048)",668,271,97,102,198
"De 65 y más años (050)",2366,2279,51,19,17
"Sin nivel (051)",726,717,4,4,1
"Primaria (053)",1295,1253,27,8,7
"Secundaria (054)",275,257,12,2,4
"Superior no univ. incompleta (055)",10,8,,,2
"Superior no univ. completa (056)",9,7,1,1,
"Superior univ. incompleta (057)",18,15,1,2,
