"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAMBAYEQUE (000)",224313,54815,68749,46829,37075,16845
"Hombres (001)",110991,28009,34081,21995,18267,8639
"Mujeres (002)",113322,26806,34668,24834,18808,8206
"PEA (003)",83738,1727,29337,27312,20420,4942
"Hombres (004)",63744,1246,21962,20224,15994,4318
"Mujeres (005)",19994,481,7375,7088,4426,624
"Ocupada (006)",78453,1530,26701,26081,19486,4655
"Hombres (007)",59673,1107,20123,19242,15155,4046
"Mujeres (008)",18780,423,6578,6839,4331,609
"Desocupada (009)",5285,197,2636,1231,934,287
"Hombres (010)",4071,139,1839,982,839,272
"Mujeres (011)",1214,58,797,249,95,15
"No PEA (012)",140575,53088,39412,19517,16655,11903
"Hombres (013)",47247,26763,12119,1771,2273,4321
"Mujeres (014)",93328,26325,27293,17746,14382,7582
,,,,,,
"URBANA (018)",110154,24028,34242,24070,19480,8334
"Hombres (019)",52933,12217,16539,10781,9290,4106
"Mujeres (020)",57221,11811,17703,13289,10190,4228
"PEA (021)",43159,626,14289,15001,11222,2021
"Hombres (022)",28946,427,9529,9638,7734,1618
"Mujeres (023)",14213,199,4760,5363,3488,403
"Ocupada (024)",40458,578,12901,14356,10722,1901
"Hombres (025)",26980,390,8605,9167,7311,1507
"Mujeres (026)",13478,188,4296,5189,3411,394
"Desocupada (027)",2701,48,1388,645,500,120
"Hombres (028)",1966,37,924,471,423,111
"Mujeres (029)",735,11,464,174,77,9
"No PEA (030)",66995,23402,19953,9069,8258,6313
"Hombres (031)",23987,11790,7010,1143,1556,2488
"Mujeres (032)",43008,11612,12943,7926,6702,3825
,,,,,,
"RURAL (036)",114159,30787,34507,22759,17595,8511
"Hombres (037)",58058,15792,17542,11214,8977,4533
"Mujeres (038)",56101,14995,16965,11545,8618,3978
"PEA (039)",40579,1101,15048,12311,9198,2921
"Hombres (040)",34798,819,12433,10586,8260,2700
"Mujeres (041)",5781,282,2615,1725,938,221
"Ocupada (042)",37995,952,13800,11725,8764,2754
"Hombres (043)",32693,717,11518,10075,7844,2539
"Mujeres (044)",5302,235,2282,1650,920,215
"Desocupada (045)",2584,149,1248,586,434,167
"Hombres (046)",2105,102,915,511,416,161
"Mujeres (047)",479,47,333,75,18,6
"No PEA (048)",73580,29686,19459,10448,8397,5590
"Hombres (049)",23260,14973,5109,628,717,1833
"Mujeres (050)",50320,14713,14350,9820,7680,3757
