"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia JUNIN (000)",17180,8959,487,208,7171,172,5,23,1,154
"Hombres (001)",6318,4565,369,117,1091,69,3,14,1,89
"Mujeres (002)",10862,4394,118,91,6080,103,2,9,,65
"De 06 a 14 años (003)",6310,6092,,,119,51,,3,,45
"Hombres (004)",3252,3147,,,57,23,,2,,23
"Mujeres (005)",3058,2945,,,62,28,,1,,22
"De 15 a 29 años (006)",4737,2791,4,36,1864,,2,2,1,37
"Hombres (007)",1722,1376,3,13,301,,1,2,1,25
"Mujeres (008)",3015,1415,1,23,1563,,1,,,12
"De 30 a 44 años (009)",2190,63,10,34,2052,,2,8,,21
"Hombres (010)",307,38,6,19,227,,1,2,,14
"Mujeres (011)",1883,25,4,15,1825,,1,6,,7
"De 45 a 64 años (012)",2103,11,144,59,1865,2,1,1,,20
"Hombres (013)",421,2,112,38,251,2,1,1,,14
"Mujeres (014)",1682,9,32,21,1614,,,,,6
"De 65 y más años (015)",1840,2,329,79,1271,119,,9,,31
"Hombres (016)",616,2,248,47,255,44,,7,,13
"Mujeres (017)",1224,,81,32,1016,75,,2,,18
,,,,,,,,,,
"AREA URBANA (018)",12625,6658,452,197,5077,105,5,12,,119
"Hombres (019)",4864,3375,342,114,915,36,3,6,,73
"Mujeres (020)",7761,3283,110,83,4162,69,2,6,,46
"De 06 a 14 años (021)",4517,4389,,,86,18,,1,,23
"Hombres (022)",2352,2284,,,47,6,,1,,14
"Mujeres (023)",2165,2105,,,39,12,,,,9
"De 15 a 29 años (024)",3562,2208,2,31,1285,,2,,,34
"Hombres (025)",1340,1058,1,12,244,,1,,,24
"Mujeres (026)",2222,1150,1,19,1041,,1,,,10
"De 30 a 44 años (027)",1590,51,10,33,1470,,2,6,,18
"Hombres (028)",266,31,6,19,196,,1,1,,12
"Mujeres (029)",1324,20,4,14,1274,,1,5,,6
"De 45 a 64 años (030)",1519,8,131,56,1303,2,1,1,,17
"Hombres (031)",367,,104,36,212,2,1,1,,11
"Mujeres (032)",1152,8,27,20,1091,,,,,6
"De 65 y más años (033)",1437,2,309,77,933,85,,4,,27
"Hombres (034)",539,2,231,47,216,28,,3,,12
"Mujeres (035)",898,,78,30,717,57,,1,,15
,,,,,,,,,,
"AREA RURAL (036)",4555,2301,35,11,2094,67,,11,1,35
"Hombres (037)",1454,1190,27,3,176,33,,8,1,16
"Mujeres (038)",3101,1111,8,8,1918,34,,3,,19
"De 06 a 14 años (039)",1793,1703,,,33,33,,2,,22
"Hombres (040)",900,863,,,10,17,,1,,9
"Mujeres (041)",893,840,,,23,16,,1,,13
"De 15 a 29 años (042)",1175,583,2,5,579,,,2,1,3
"Hombres (043)",382,318,2,1,57,,,2,1,1
"Mujeres (044)",793,265,,4,522,,,,,2
"De 30 a 44 años (045)",600,12,,1,582,,,2,,3
"Hombres (046)",41,7,,,31,,,1,,2
"Mujeres (047)",559,5,,1,551,,,1,,1
"De 45 a 64 años (048)",584,3,13,3,562,,,,,3
"Hombres (049)",54,2,8,2,39,,,,,3
"Mujeres (050)",530,1,5,1,523,,,,,
"De 65 y más años (051)",403,,20,2,338,34,,5,,4
"Hombres (052)",77,,17,,39,16,,4,,1
"Mujeres (053)",326,,3,2,299,18,,1,,3
