"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JULCAN (000)",7779,481,463,5343,43,1385,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",8,8,,,,,
"Profes., científicos e intelectuales (002)",340,290,,49,,1,
"Técnicos de nivel medio y trab. asimilados (003)",36,26,,9,,1,
"Jefes y empleados de oficina (004)",48,48,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",239,33,4,174,4,24,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",4891,,,4855,36,,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",83,,22,57,2,2,
"Obreros construc.,conf., papel, fab., instr. (008)",95,12,37,43,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",1640,37,388,57,,1094,64
"Otra (010)",13,13,,,,,
"Ocupación no especificada (011)",386,14,12,99,1,260,
"Hombres (012)",6907,215,412,5073,42,1160,5
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",6,6,,,,,
"Profes., científicos e intelectuales (014)",134,108,,26,,,
"Técnicos de nivel medio y trab. asimilados (015)",24,15,,8,,1,
"Jefes y empleados de oficina (016)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",106,9,,86,4,7,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",4832,,,4797,35,,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",79,,22,53,2,2,
"Obreros construc.,conf., papel, fab., instr. (020)",95,12,37,43,,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",1426,21,347,29,,1024,5
"Otra (022)",12,12,,,,,
"Ocupación no especificada (023)",163,2,6,31,1,123,
"Mujeres (024)",872,266,51,270,1,225,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,2,,,,,
"Profes., científicos e intelectuales (026)",206,182,,23,,1,
"Técnicos de nivel medio y trab. asimilados (027)",12,11,,1,,,
"Jefes y empleados de oficina (028)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",133,24,4,88,,17,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",59,,,58,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",4,,,4,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",214,16,41,28,,70,59
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",223,12,6,68,,137,
,,,,,,,
"URBANA (036)",1142,240,173,610,26,67,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",5,5,,,,,
"Profes., científicos e intelectuales (038)",133,117,,15,,1,
"Técnicos de nivel medio y trab. asimilados (039)",19,15,,3,,1,
"Jefes y empleados de oficina (040)",34,34,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",175,19,3,133,3,17,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",345,,,323,22,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",53,,13,38,1,1,
"Obreros construc.,conf., papel, fab., instr. (044)",46,10,12,23,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",275,25,136,49,,39,26
"Otra (046)",13,13,,,,,
"Ocupación no especificada (047)",44,2,9,26,,7,
"Hombres (048)",831,130,149,479,25,47,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,4,,,,,
"Profes., científicos e intelectuales (050)",67,57,,10,,,
"Técnicos de nivel medio y trab. asimilados (051)",12,8,,3,,1,
"Jefes y empleados de oficina (052)",19,19,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",75,6,,61,3,5,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",337,,,316,21,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",51,,13,36,1,1,
"Obreros construc.,conf., papel, fab., instr. (056)",46,10,12,23,,1,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",193,14,119,24,,35,1
"Otra (058)",12,12,,,,,
"Ocupación no especificada (059)",15,,5,6,,4,
"Mujeres (060)",311,110,24,131,1,20,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,1,,,,,
"Profes., científicos e intelectuales (062)",66,60,,5,,1,
"Técnicos de nivel medio y trab. asimilados (063)",7,7,,,,,
"Jefes y empleados de oficina (064)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",100,13,3,72,,12,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",8,,,7,1,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",2,,,2,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",82,11,17,25,,4,25
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",29,2,4,20,,3,
,,,,,,,
"RURAL (072)",6637,241,290,4733,17,1318,38
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",207,173,,34,,,
"Técnicos de nivel medio y trab. asimilados (075)",17,11,,6,,,
"Jefes y empleados de oficina (076)",14,14,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",64,14,1,41,1,7,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",4546,,,4532,14,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",30,,9,19,1,1,
"Obreros construc.,conf., papel, fab., instr. (080)",49,2,25,20,,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",1365,12,252,8,,1055,38
"Ocupación no especificada (083)",342,12,3,73,1,253,
"Hombres (084)",6076,85,263,4594,17,1113,4
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",67,51,,16,,,
"Técnicos de nivel medio y trab. asimilados (087)",12,7,,5,,,
"Jefes y empleados de oficina (088)",11,11,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",31,3,,25,1,2,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4495,,,4481,14,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",28,,9,17,1,1,
"Obreros construc.,conf., papel, fab., instr. (092)",49,2,25,20,,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",1233,7,228,5,,989,4
"Ocupación no especificada (095)",148,2,1,25,1,119,
"Mujeres (096)",561,156,27,139,,205,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",140,122,,18,,,
"Técnicos de nivel medio y trab. asimilados (099)",5,4,,1,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",33,11,1,16,,5,
"Agricult.trabaj. calif.agrop. y pesqueros (102)",51,,,51,,,
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",2,,,2,,,
