"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CANDARAVE (000)",4063,3150,256,301,356
"Hombres (001)",2550,1812,205,230,303
"Mujeres (002)",1513,1338,51,71,53
"De 06 a 14 años (003)",38,37,1,,
"Hombres (004)",19,18,1,,
"Mujeres (005)",19,19,,,
"De 15 a 29 años (006)",1141,812,99,110,120
"Hombres (007)",729,467,82,85,95
"Mujeres (008)",412,345,17,25,25
"De 30 a 44 años (009)",1327,941,102,128,156
"Hombres (010)",824,523,76,89,136
"Mujeres (011)",503,418,26,39,20
"De 45 a 64 años (012)",1125,950,49,57,69
"Hombres (013)",704,550,42,50,62
"Mujeres (014)",421,400,7,7,7
"De 65 y más años (015)",432,410,5,6,11
"Hombres (016)",274,254,4,6,10
"Mujeres (017)",158,156,1,,1
,,,,,
"URBANA (018)",2639,2000,173,225,241
"Hombres (019)",1628,1113,135,177,203
"Mujeres (020)",1011,887,38,48,38
"De 06 a 14 años (021)",22,22,,,
"Hombres (022)",11,11,,,
"Mujeres (023)",11,11,,,
"De 15 a 29 años (024)",712,488,66,77,81
"Hombres (025)",450,271,56,61,62
"Mujeres (026)",262,217,10,16,19
"De 30 a 44 años (027)",896,622,70,101,103
"Hombres (028)",550,340,49,73,88
"Mujeres (029)",346,282,21,28,15
"De 45 a 64 años (030)",743,613,34,44,52
"Hombres (031)",454,338,28,40,48
"Mujeres (032)",289,275,6,4,4
"De 65 y más años (033)",266,255,3,3,5
"Hombres (034)",163,153,2,3,5
"Mujeres (035)",103,102,1,,
,,,,,
"RURAL (036)",1424,1150,83,76,115
"Hombres (037)",922,699,70,53,100
"Mujeres (038)",502,451,13,23,15
"De 06 a 14 años (039)",16,15,1,,
"Hombres (040)",8,7,1,,
"Mujeres (041)",8,8,,,
"De 15 a 29 años (042)",429,324,33,33,39
"Hombres (043)",279,196,26,24,33
"Mujeres (044)",150,128,7,9,6
"De 30 a 44 años (045)",431,319,32,27,53
"Hombres (046)",274,183,27,16,48
"Mujeres (047)",157,136,5,11,5
"De 45 a 64 años (048)",382,337,15,13,17
"Hombres (049)",250,212,14,10,14
"Mujeres (050)",132,125,1,3,3
"De 65 y más años (051)",166,155,2,3,6
"Hombres (052)",111,101,2,3,5
"Mujeres (053)",55,54,,,1
