"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",9224,91,2434,3142,2485,1072
"Empleado (001)",1262,1,326,632,292,11
"Obrero (002)",1910,21,702,696,404,87
"Trabajador independiente (003)",3868,1,791,1248,1191,637
"Empleador o patrono (004)",35,,11,9,10,5
"Trabajador familiar no remunerado (005)",2083,64,572,541,576,330
"Trabajador del hogar (006)",66,4,32,16,12,2
"Hombres (008)",7025,66,1868,2366,1895,830
"Empleado (009)",835,,186,422,223,4
"Obrero (010)",1730,14,639,638,358,81
"Trabajador independiente (011)",2890,,591,915,898,486
"Empleador o patrono (012)",27,,8,7,8,4
"Trabajador familiar no remunerado (013)",1535,51,440,384,405,255
"Trabajador del hogar (014)",8,1,4,,3,
"Mujeres (016)",2199,25,566,776,590,242
"Empleado (017)",427,1,140,210,69,7
"Obrero (018)",180,7,63,58,46,6
"Trabajador independiente (019)",978,1,200,333,293,151
"Empleador o patrono (020)",8,,3,2,2,1
"Trabajador familiar no remunerado (021)",548,13,132,157,171,75
"Trabajador del hogar (022)",58,3,28,16,9,2
,,,,,,
"URBANA (024)",4144,59,1027,1481,1125,452
"Empleado (025)",814,1,179,421,203,10
"Obrero (026)",628,10,208,215,157,38
"Trabajador independiente (027)",1646,,342,562,493,249
"Empleador o patrono (028)",17,,7,4,2,4
"Trabajador familiar no remunerado (029)",995,45,270,269,262,149
"Trabajador del hogar (030)",44,3,21,10,8,2
"Hombres (032)",2849,43,714,984,787,321
"Empleado (033)",487,,88,250,146,3
"Obrero (034)",531,7,173,182,135,34
"Trabajador independiente (035)",1134,,250,377,331,176
"Empleador o patrono (036)",13,,4,4,2,3
"Trabajador familiar no remunerado (037)",678,35,195,171,172,105
"Trabajador del hogar (038)",6,1,4,,1,
"Mujeres (040)",1295,16,313,497,338,131
"Empleado (041)",327,1,91,171,57,7
"Obrero (042)",97,3,35,33,22,4
"Trabajador independiente (043)",512,,92,185,162,73
"Empleador o patrono (044)",4,,3,,,1
"Trabajador familiar no remunerado (045)",317,10,75,98,90,44
"Trabajador del hogar (046)",38,2,17,10,7,2
,,,,,,
"RURAL (048)",5080,32,1407,1661,1360,620
"Empleado (049)",448,,147,211,89,1
"Obrero (050)",1282,11,494,481,247,49
"Trabajador independiente (051)",2222,1,449,686,698,388
"Empleador o patrono (052)",18,,4,5,8,1
"Trabajador familiar no remunerado (053)",1088,19,302,272,314,181
"Trabajador del hogar (054)",22,1,11,6,4,
"Hombres (056)",4176,23,1154,1382,1108,509
"Empleado (057)",348,,98,172,77,1
"Obrero (058)",1199,7,466,456,223,47
"Trabajador independiente (059)",1756,,341,538,567,310
"Empleador o patrono (060)",14,,4,3,6,1
"Trabajador familiar no remunerado (061)",857,16,245,213,233,150
"Trabajador del hogar (062)",2,,,,2,
"Mujeres (064)",904,9,253,279,252,111
"Empleado (065)",100,,49,39,12,
"Obrero (066)",83,4,28,25,24,2
"Trabajador independiente (067)",466,1,108,148,131,78
"Empleador o patrono (068)",4,,,2,2,
"Trabajador familiar no remunerado (069)",231,3,57,59,81,31
"Trabajador del hogar (070)",20,1,11,6,2,
