"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YUNGAY",,,,,,,,,
"Viviendas particulares (001)",7838,134,169,151,401,70,225,149,6539
"Ocupantes presentes (002)",33599,586,762,684,1732,340,973,642,27880
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7788,134,166,150,390,70,219,148,6511
"Ocupantes presentes (005)",33411,586,745,673,1688,340,951,638,27790
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",9,,1,,,,3,1,4
"Ocupantes presentes (008)",36,,6,,,,10,4,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",22,,1,1,2,,3,,15
"Ocupantes presentes (011)",87,,8,11,11,,12,,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",13,,,,7,,,,6
"Ocupantes presentes (014)",41,,,,24,,,,17
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,1,,2,,,,1
"Ocupantes presentes (017)",19,,3,,9,,,,7
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2551,71,83,82,213,53,212,133,1704
"Ocupantes presentes (029)",10827,296,364,353,961,256,915,584,7098
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2506,71,81,81,204,53,206,132,1678
"Ocupantes presentes (032)",10659,296,350,342,926,256,893,580,7016
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",9,,1,,,,3,1,4
"Ocupantes presentes (035)",36,,6,,,,10,4,16
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",22,,1,1,2,,3,,15
"Ocupantes presentes (038)",87,,8,11,11,,12,,45
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",13,,,,7,,,,6
"Ocupantes presentes (041)",41,,,,24,,,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",4,,,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5287,63,86,69,188,17,13,16,4835
"Ocupantes presentes (056)",22772,290,398,331,771,84,58,58,20782
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5282,63,85,69,186,17,13,16,4833
"Ocupantes presentes (059)",22752,290,395,331,762,84,58,58,20774
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,1,,2,,,,1
"Ocupantes presentes (071)",19,,3,,9,,,,7
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
