"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TARATA (000)",2377,39,99,220,324,451,584,660
"De 12 a 14 años (001)",1,,,,,,,1
"De 15 a 19 años (002)",59,,,,,,36,23
"De 20 a 24 años (003)",192,,,,,,127,65
"De 25 a 29 años (004)",250,,,,,13,140,97
"De 30 a 34 años (005)",232,,,,,40,111,81
"De 35 a 39 años (006)",238,,,,7,98,89,44
"De 40 a 44 años (007)",214,,,,23,96,49,46
"De 45 a 49 años (008)",203,,,4,46,88,25,40
"De 50 y más años (009)",988,39,99,216,248,116,7,263
"PEA (010)",1518,14,40,150,218,341,346,409
"De 15 a 19 años (012)",24,,,,,,14,10
"De 20 a 24 años (013)",114,,,,,,73,41
"De 25 a 29 años (014)",164,,,,,11,88,65
"De 30 a 34 años (015)",154,,,,,30,67,57
"De 35 a 39 años (016)",181,,,,6,82,60,33
"De 40 a 44 años (017)",155,,,,17,77,26,35
"De 45 a 49 años (018)",144,,,3,31,65,15,30
"De 50 y más años (019)",582,14,40,147,164,76,3,138
"Ocupada (020)",1468,14,40,149,215,329,326,395
"De 15 a 19 años (022)",23,,,,,,13,10
"De 20 a 24 años (023)",106,,,,,,68,38
"De 25 a 29 años (024)",151,,,,,11,82,58
"De 30 a 34 años (025)",149,,,,,29,65,55
"De 35 a 39 años (026)",172,,,,6,77,56,33
"De 40 a 44 años (027)",150,,,,17,74,24,35
"De 45 a 49 años (028)",142,,,3,30,64,15,30
"De 50 y más años (029)",575,14,40,146,162,74,3,136
"Desocupada (030)",50,,,1,3,12,20,14
"De 15 a 19 años (032)",1,,,,,,1,
"De 20 a 24 años (033)",8,,,,,,5,3
"De 25 a 29 años (034)",13,,,,,,6,7
"De 30 a 34 años (035)",5,,,,,1,2,2
"De 35 a 39 años (036)",9,,,,,5,4,
"De 40 a 44 años (037)",5,,,,,3,2,
"De 45 a 49 años (038)",2,,,,1,1,,
"De 50 y más años (039)",7,,,1,2,2,,2
"No PEA (040)",859,25,59,70,106,110,238,251
"De 12 a 14 años (041)",1,,,,,,,1
"De 15 a 19 años (042)",35,,,,,,22,13
"De 20 a 24 años (043)",78,,,,,,54,24
"De 25 a 29 años (044)",86,,,,,2,52,32
"De 30 a 34 años (045)",78,,,,,10,44,24
"De 35 a 39 años (046)",57,,,,1,16,29,11
"De 40 a 44 años (047)",59,,,,6,19,23,11
"De 45 a 49 años (048)",59,,,1,15,23,10,10
"De 50 y más años (049)",406,25,59,69,84,40,4,125
,,,,,,,,
"URBANA (060)",1879,29,80,186,252,355,452,525
"De 12 a 14 años (061)",1,,,,,,,1
