"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RECUAY (000)",18084,2498,1730,449,13413
"Quechua (001)",6587,627,417,94,5450
"Aymara (002)",13,1,2,,10
"Asháninka (003)",1,,,,1
"Otra lengua nativa (004)",1,1,,,
"Castellano (005)",11450,1867,1311,354,7923
"Idioma Extranjero (006)",4,,,,4
"Es Sordomudo/a (007)",28,2,,1,25
"Hombres (009)",8831,1178,916,266,6475
"Quechua (010)",2949,256,215,56,2423
"Aymara (011)",7,,2,,5
"Castellano (014)",5859,922,699,210,4031
"Idioma Extranjero (015)",3,,,,3
"Es Sordomudo/a (016)",13,,,,13
"Mujeres (018)",9253,1320,814,183,6938
"Quechua (019)",3638,371,202,38,3027
"Aymara (020)",6,1,,,5
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",1,1,,,
"Castellano (023)",5591,945,612,144,3892
"Idioma Extranjero (024)",1,,,,1
"Es Sordomudo/a (025)",15,2,,1,12
,,,,,
"URBANA (027)",10288,1447,1383,345,7117
"Quechua (028)",3177,318,274,53,2533
"Aymara (029)",10,1,2,,7
"Asháninka (030)",1,,,,1
"Castellano (032)",7084,1127,1107,291,4562
"Idioma Extranjero (033)",4,,,,4
"Es Sordomudo/a (034)",12,1,,1,10
"Hombres (036)",4932,665,719,196,3355
"Quechua (037)",1371,126,134,28,1084
"Aymara (038)",5,,2,,3
"Castellano (041)",3548,539,583,168,2260
"Idioma Extranjero (042)",3,,,,3
"Es Sordomudo/a (043)",5,,,,5
"Mujeres (045)",5356,782,664,149,3762
"Quechua (046)",1806,192,140,25,1449
"Aymara (047)",5,1,,,4
"Asháninka (048)",1,,,,1
"Castellano (050)",3536,588,524,123,2302
"Idioma Extranjero (051)",1,,,,1
"Es Sordomudo/a (052)",7,1,,1,5
,,,,,
"RURAL (054)",7796,1051,347,104,6296
"Quechua (055)",3410,309,143,41,2917
"Aymara (056)",3,,,,3
"Otra lengua nativa (058)",1,1,,,
"Castellano (059)",4366,740,204,63,3361
"Es Sordomudo/a (061)",16,1,,,15
"Hombres (063)",3899,513,197,70,3120
"Quechua (064)",1578,130,81,28,1339
"Aymara (065)",2,,,,2
"Castellano (068)",2311,383,116,42,1771
"Es Sordomudo/a (070)",8,,,,8
"Mujeres (072)",3897,538,150,34,3176
"Quechua (073)",1832,179,62,13,1578
"Aymara (074)",1,,,,1
"Otra lengua nativa (076)",1,1,,,
"Castellano (077)",2055,357,88,21,1590
"Es Sordomudo/a (079)",8,1,,,7
