"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ISLAY (000)",22701,145,6241,8480,6430,1405
"Empleado (001)",4645,8,1331,2053,1170,83
"Obrero (002)",7547,43,2525,2888,1866,225
"Trabajador independiente (003)",7268,13,1303,2515,2564,873
"Empleador o patrono (004)",512,,56,157,218,81
"Trabajador familiar no remunerado (005)",921,60,281,282,214,84
"Trabajador del hogar (006)",378,14,152,126,78,8
"Desocupado (008)",1430,7,593,459,320,51
"Hombres (009)",14643,97,3910,5332,4278,1026
"Empleado (010)",2638,3,655,1150,768,62
"Obrero (011)",5529,33,1802,2070,1451,173
"Trabajador independiente (012)",4608,8,852,1538,1575,635
"Empleador o patrono (013)",400,,45,117,171,67
"Trabajador familiar no remunerado (014)",414,42,147,116,66,43
"Trabajador del hogar (015)",38,7,11,9,8,3
"Desocupado (017)",1016,4,398,332,239,43
"Mujeres (018)",8058,48,2331,3148,2152,379
"Empleado (019)",2007,5,676,903,402,21
"Obrero (020)",2018,10,723,818,415,52
"Trabajador independiente (021)",2660,5,451,977,989,238
"Empleador o patrono (022)",112,,11,40,47,14
"Trabajador familiar no remunerado (023)",507,18,134,166,148,41
"Trabajador del hogar (024)",340,7,141,117,70,5
"Desocupado (026)",414,3,195,127,81,8
,,,,,,
"URBANA (027)",20071,110,5480,7537,5750,1194
"Empleado (028)",4405,8,1250,1943,1125,79
"Obrero (029)",6096,32,2009,2339,1544,172
"Trabajador independiente (030)",6777,12,1244,2374,2374,773
"Empleador o patrono (031)",372,,43,123,160,46
"Trabajador familiar no remunerado (032)",731,40,227,220,174,70
"Trabajador del hogar (033)",369,11,151,124,76,7
"Desocupado (035)",1321,7,556,414,297,47
"Hombres (036)",12706,70,3359,4649,3768,860
"Empleado (037)",2448,3,601,1058,727,59
"Obrero (038)",4440,24,1419,1663,1204,130
"Trabajador independiente (039)",4233,8,802,1439,1431,553
"Empleador o patrono (040)",288,,34,92,124,38
"Trabajador familiar no remunerado (041)",326,26,121,90,51,38
"Trabajador del hogar (042)",35,5,10,9,8,3
"Desocupado (044)",936,4,372,298,223,39
"Mujeres (045)",7365,40,2121,2888,1982,334
"Empleado (046)",1957,5,649,885,398,20
"Obrero (047)",1656,8,590,676,340,42
"Trabajador independiente (048)",2544,4,442,935,943,220
"Empleador o patrono (049)",84,,9,31,36,8
"Trabajador familiar no remunerado (050)",405,14,106,130,123,32
"Trabajador del hogar (051)",334,6,141,115,68,4
"Desocupado (053)",385,3,184,116,74,8
,,,,,,
"RURAL (054)",2630,35,761,943,680,211
"Empleado (055)",240,,81,110,45,4
"Obrero (056)",1451,11,516,549,322,53
"Trabajador independiente (057)",491,1,59,141,190,100
"Empleador o patrono (058)",140,,13,34,58,35
"Trabajador familiar no remunerado (059)",190,20,54,62,40,14
"Trabajador del hogar (060)",9,3,1,2,2,1
"Desocupado (062)",109,,37,45,23,4
"Hombres (063)",1937,27,551,683,510,166
"Empleado (064)",190,,54,92,41,3
"Obrero (065)",1089,9,383,407,247,43
"Trabajador independiente (066)",375,,50,99,144,82
"Empleador o patrono (067)",112,,11,25,47,29
"Trabajador familiar no remunerado (068)",88,16,26,26,15,5
"Trabajador del hogar (069)",3,2,1,,,
"Desocupado (071)",80,,26,34,16,4
"Mujeres (072)",693,8,210,260,170,45
"Empleado (073)",50,,27,18,4,1
"Obrero (074)",362,2,133,142,75,10
"Trabajador independiente (075)",116,1,9,42,46,18
"Empleador o patrono (076)",28,,2,9,11,6
"Trabajador familiar no remunerado (077)",102,4,28,36,25,9
"Trabajador del hogar (078)",6,1,,2,2,1
"Desocupado (080)",29,,11,11,7,
