"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",6719,6541,1778,668,644,585,996,761,1109,178
"Católica (001)",5555,5400,1496,567,539,476,817,614,891,155
"Cristiana/Evangélica (002)",1094,1075,260,95,99,104,172,137,208,19
"Otra (003)",25,24,7,2,3,2,3,4,3,1
"Ninguna (004)",45,42,15,4,3,3,4,6,7,3
,,,,,,,,,,
"URBANA (006)",2148,2058,595,244,273,220,305,204,217,90
"Católica (007)",1817,1734,503,210,238,183,252,170,178,83
"Cristiana/Evangélica (008)",293,288,77,29,31,33,50,32,36,5
"Otra (009)",19,18,5,2,2,2,2,2,3,1
"Ninguna (010)",19,18,10,3,2,2,1,,,1
,,,,,,,,,,
"RURAL (012)",4571,4483,1183,424,371,365,691,557,892,88
"Católica (013)",3738,3666,993,357,301,293,565,444,713,72
"Cristiana/Evangélica (014)",801,787,183,66,68,71,122,105,172,14
"Otra (015)",6,6,2,,1,,1,2,,
"Ninguna (016)",26,24,5,1,1,1,3,6,7,2
