"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BARRANCA (000)",2129,416,1713
"Sin nivel (001)",50,3,47
"Educación inicial (002)",3,,3
"Primaria (003)",401,58,343
"Secundaria (004)",1142,256,886
"Superior no univ. incompleta (005)",76,12,64
"Superior no univ. completa (006)",141,22,119
"Superior univ. incompleta (007)",109,22,87
"Superior univ. completa (008)",207,43,164
"Hombres (010)",1531,267,1264
"Sin nivel (011)",31,2,29
"Educación inicial (012)",2,,2
"Primaria (013)",311,38,273
"Secundaria (014)",850,171,679
"Superior no univ. incompleta (015)",52,8,44
"Superior no univ. completa (016)",91,12,79
"Superior univ. incompleta (017)",73,13,60
"Superior univ. completa (018)",121,23,98
"Mujeres (020)",598,149,449
"Sin nivel (021)",19,1,18
"Educación inicial (022)",1,,1
"Primaria (023)",90,20,70
"Secundaria (024)",292,85,207
"Superior no univ. incompleta (025)",24,4,20
"Superior no univ. completa (026)",50,10,40
"Superior univ. incompleta (027)",36,9,27
"Superior univ. completa (028)",86,20,66
,,,
"AREA URBANA (030)",1922,379,1543
"Sin nivel (031)",32,2,30
"Educación inicial (032)",3,,3
"Primaria (033)",340,52,288
"Secundaria (034)",1036,229,807
"Superior no univ. incompleta (035)",72,12,60
"Superior no univ. completa (036)",136,22,114
"Superior univ. incompleta (037)",102,19,83
"Superior univ. completa (038)",201,43,158
"Hombres (040)",1363,241,1122
"Sin nivel (041)",21,2,19
"Educación inicial (042)",2,,2
"Primaria (043)",260,34,226
"Secundaria (044)",760,151,609
"Superior no univ. incompleta (045)",48,8,40
"Superior no univ. completa (046)",87,12,75
"Superior univ. incompleta (047)",67,11,56
"Superior univ. completa (048)",118,23,95
"Mujeres (050)",559,138,421
"Sin nivel (051)",11,,11
"Educación inicial (052)",1,,1
"Primaria (053)",80,18,62
"Secundaria (054)",276,78,198
"Superior no univ. incompleta (055)",24,4,20
"Superior no univ. completa (056)",49,10,39
"Superior univ. incompleta (057)",35,8,27
"Superior univ. completa (058)",83,20,63
,,,
"AREA RURAL (060)",207,37,170
"Sin nivel (061)",18,1,17
"Primaria (063)",61,6,55
"Secundaria (064)",106,27,79
"Superior no univ. incompleta (065)",4,,4
"Superior no univ. completa (066)",5,,5
"Superior univ. incompleta (067)",7,3,4
"Superior univ. completa (068)",6,,6
"Hombres (070)",168,26,142
"Sin nivel (071)",10,,10
"Primaria (073)",51,4,47
"Secundaria (074)",90,20,70
"Superior no univ. incompleta (075)",4,,4
"Superior no univ. completa (076)",4,,4
"Superior univ. incompleta (077)",6,2,4
"Superior univ. completa (078)",3,,3
"Mujeres (080)",39,11,28
"Sin nivel (081)",8,1,7
"Primaria (083)",10,2,8
"Secundaria (084)",16,7,9
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,1,
"Superior univ. completa (088)",3,,3
