"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia DOS DE MAYO (000)",31914,6553,6344,5487,4778,3466,5286
"Conviviente (001)",7724,74,1646,2780,1846,805,573
"Separado(a) (002)",989,14,169,244,216,150,196
"Casado(a) (003)",8781,12,238,1234,2251,2120,2926
"Viudo(a) (004)",1765,1,7,62,125,220,1350
"Divorciado(a) (005)",105,,14,13,18,31,29
"Soltero(a) (006)",12550,6452,4270,1154,322,140,212
"Hombres (008)",15674,3360,3153,2642,2274,1691,2554
"Conviviente (009)",3742,30,584,1399,941,461,327
"Separado(a) (010)",254,2,12,56,56,44,84
"Casado(a) (011)",4341,4,66,509,1049,1038,1675
"Viudo(a) (012)",459,1,,15,37,53,353
"Divorciado(a) (013)",46,,4,4,8,17,13
"Soltero(a) (014)",6832,3323,2487,659,183,78,102
"Mujeres (016)",16240,3193,3191,2845,2504,1775,2732
"Conviviente (017)",3982,44,1062,1381,905,344,246
"Separado(a) (018)",735,12,157,188,160,106,112
"Casado(a) (019)",4440,8,172,725,1202,1082,1251
"Viudo(a) (020)",1306,,7,47,88,167,997
"Divorciado(a) (021)",59,,10,9,10,14,16
"Soltero(a) (022)",5718,3129,1783,495,139,62,110
,,,,,,,
"URBANA (024)",11665,2305,2245,2117,1914,1252,1832
"Conviviente (025)",2814,33,541,1036,711,291,202
"Separado(a) (026)",380,7,48,76,101,63,85
"Casado(a) (027)",3177,5,76,477,893,751,975
"Viudo(a) (028)",600,,3,20,48,73,456
"Divorciado(a) (029)",40,,1,4,6,16,13
"Soltero(a) (030)",4654,2260,1576,504,155,58,101
"Hombres (032)",5666,1179,1108,997,898,633,851
"Conviviente (033)",1361,15,181,514,366,169,116
"Separado(a) (034)",92,1,2,17,20,19,33
"Casado(a) (035)",1579,2,17,193,419,387,561
"Viudo(a) (036)",133,,,5,10,20,98
"Divorciado(a) (037)",16,,1,2,3,6,4
"Soltero(a) (038)",2485,1161,907,266,80,32,39
"Mujeres (040)",5999,1126,1137,1120,1016,619,981
"Conviviente (041)",1453,18,360,522,345,122,86
"Separado(a) (042)",288,6,46,59,81,44,52
"Casado(a) (043)",1598,3,59,284,474,364,414
"Viudo(a) (044)",467,,3,15,38,53,358
"Divorciado(a) (045)",24,,,2,3,10,9
"Soltero(a) (046)",2169,1099,669,238,75,26,62
,,,,,,,
"RURAL (048)",20249,4248,4099,3370,2864,2214,3454
"Conviviente (049)",4910,41,1105,1744,1135,514,371
"Separado(a) (050)",609,7,121,168,115,87,111
"Casado(a) (051)",5604,7,162,757,1358,1369,1951
"Viudo(a) (052)",1165,1,4,42,77,147,894
"Divorciado(a) (053)",65,,13,9,12,15,16
"Soltero(a) (054)",7896,4192,2694,650,167,82,111
"Hombres (056)",10008,2181,2045,1645,1376,1058,1703
"Conviviente (057)",2381,15,403,885,575,292,211
"Separado(a) (058)",162,1,10,39,36,25,51
"Casado(a) (059)",2762,2,49,316,630,651,1114
"Viudo(a) (060)",326,1,,10,27,33,255
"Divorciado(a) (061)",30,,3,2,5,11,9
"Soltero(a) (062)",4347,2162,1580,393,103,46,63
"Mujeres (064)",10241,2067,2054,1725,1488,1156,1751
"Conviviente (065)",2529,26,702,859,560,222,160
"Separado(a) (066)",447,6,111,129,79,62,60
"Casado(a) (067)",2842,5,113,441,728,718,837
"Viudo(a) (068)",839,,4,32,50,114,639
"Divorciado(a) (069)",35,,10,7,7,4,7
"Soltero(a) (070)",3549,2030,1114,257,64,36,48
