"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ANTA (000)",16536,1691,1934,9876,359,2491,185
"Conviviente (001)",4809,511,643,3054,111,462,28
"Separado(a) (002)",414,60,43,273,5,24,9
"Casado(a) (003)",6983,528,689,4725,168,856,17
"Viudo(a) (004)",843,24,42,664,22,85,6
"Divorciado(a) (005)",70,5,14,44,,7,
"Soltero(a) (006)",3417,563,503,1116,53,1057,125
"Hombres (008)",12132,1044,1766,7627,312,1347,36
"Conviviente (009)",3630,339,603,2390,100,196,2
"Separado(a) (010)",163,18,25,113,1,6,
"Casado(a) (011)",5419,371,635,3974,152,284,3
"Viudo(a) (012)",368,7,25,292,14,30,
"Divorciado(a) (013)",45,4,10,27,,4,
"Soltero(a) (014)",2507,305,468,831,45,827,31
"Mujeres (016)",4404,647,168,2249,47,1144,149
"Conviviente (017)",1179,172,40,664,11,266,26
"Separado(a) (018)",251,42,18,160,4,18,9
"Casado(a) (019)",1564,157,54,751,16,572,14
"Viudo(a) (020)",475,17,17,372,8,55,6
"Divorciado(a) (021)",25,1,4,17,,3,
"Soltero(a) (022)",910,258,35,285,8,230,94
,,,,,,,
"URBANA (024)",6268,1121,872,3446,134,605,90
"Conviviente (025)",2076,351,306,1213,46,148,12
"Separado(a) (026)",222,44,24,135,4,12,3
"Casado(a) (027)",2248,350,309,1353,54,174,8
"Viudo(a) (028)",291,17,14,228,8,21,3
"Divorciado(a) (029)",33,3,9,19,,2,
"Soltero(a) (030)",1398,356,210,498,22,248,64
"Hombres (032)",4054,689,796,2137,102,311,19
"Conviviente (033)",1393,222,283,783,36,68,1
"Separado(a) (034)",66,14,13,36,1,2,
"Casado(a) (035)",1545,252,285,903,45,58,2
"Viudo(a) (036)",101,5,10,78,5,3,
"Divorciado(a) (037)",20,2,8,9,,1,
"Soltero(a) (038)",929,194,197,328,15,179,16
"Mujeres (040)",2214,432,76,1309,32,294,71
"Conviviente (041)",683,129,23,430,10,80,11
"Separado(a) (042)",156,30,11,99,3,10,3
"Casado(a) (043)",703,98,24,450,9,116,6
"Viudo(a) (044)",190,12,4,150,3,18,3
"Divorciado(a) (045)",13,1,1,10,,1,
"Soltero(a) (046)",469,162,13,170,7,69,48
,,,,,,,
"RURAL (048)",10268,570,1062,6430,225,1886,95
"Conviviente (049)",2733,160,337,1841,65,314,16
"Separado(a) (050)",192,16,19,138,1,12,6
"Casado(a) (051)",4735,178,380,3372,114,682,9
"Viudo(a) (052)",552,7,28,436,14,64,3
"Divorciado(a) (053)",37,2,5,25,,5,
"Soltero(a) (054)",2019,207,293,618,31,809,61
"Hombres (056)",8078,355,970,5490,210,1036,17
"Conviviente (057)",2237,117,320,1607,64,128,1
"Separado(a) (058)",97,4,12,77,,4,
"Casado(a) (059)",3874,119,350,3071,107,226,1
"Viudo(a) (060)",267,2,15,214,9,27,
"Divorciado(a) (061)",25,2,2,18,,3,
"Soltero(a) (062)",1578,111,271,503,30,648,15
"Mujeres (064)",2190,215,92,940,15,850,78
"Conviviente (065)",496,43,17,234,1,186,15
"Separado(a) (066)",95,12,7,61,1,8,6
"Casado(a) (067)",861,59,30,301,7,456,8
"Viudo(a) (068)",285,5,13,222,5,37,3
"Divorciado(a) (069)",12,,3,7,,2,
"Soltero(a) (070)",441,96,22,115,1,161,46
