"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CANDARAVE (000)",5843,5748,95
"Hombres (001)",3097,3061,36
"Mujeres (002)",2746,2687,59
"De 18 a 29 años (003)",1571,1539,32
"Hombres (004)",863,846,17
"Mujeres (005)",708,693,15
"De 30 a 44 años (006)",1870,1863,7
"Hombres (007)",981,978,3
"Mujeres (008)",889,885,4
"De 45 a 64 años (009)",1543,1533,10
"Hombres (010)",827,820,7
"Mujeres (011)",716,713,3
"De 65 y más años (012)",859,813,46
"Hombres (013)",426,417,9
"Mujeres (014)",433,396,37
,,,
"URBANA (015)",3863,3803,60
"Hombres (016)",1997,1977,20
"Mujeres (017)",1866,1826,40
"De 18 a 29 años (018)",1014,999,15
"Hombres (019)",542,534,8
"Mujeres (020)",472,465,7
"De 30 a 44 años (021)",1239,1234,5
"Hombres (022)",646,643,3
"Mujeres (023)",593,591,2
"De 45 a 64 años (024)",1041,1038,3
"Hombres (025)",543,541,2
"Mujeres (026)",498,497,1
"De 65 y más años (027)",569,532,37
"Hombres (028)",266,259,7
"Mujeres (029)",303,273,30
,,,
"RURAL (030)",1980,1945,35
"Hombres (031)",1100,1084,16
"Mujeres (032)",880,861,19
"De 18 a 29 años (033)",557,540,17
"Hombres (034)",321,312,9
"Mujeres (035)",236,228,8
"De 30 a 44 años (036)",631,629,2
"Hombres (037)",335,335,
"Mujeres (038)",296,294,2
"De 45 a 64 años (039)",502,495,7
"Hombres (040)",284,279,5
"Mujeres (041)",218,216,2
"De 65 y más años (042)",290,281,9
"Hombres (043)",160,158,2
"Mujeres (044)",130,123,7
