"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANDAHUAYLAS (000)",42292,1332,13513,15439,9575,2433
"Empleado (001)",7437,74,2266,3646,1374,77
"Obrero (002)",8875,193,3235,3036,2000,411
"Trabajador independiente (003)",16566,137,4446,6203,4406,1374
"Empleador o patrono (004)",756,,207,305,195,49
"Trabajador familiar no remunerado (005)",8022,894,2946,2131,1542,509
"Trabajador del hogar (006)",636,34,413,118,58,13
"Hombres (008)",28173,795,8906,10191,6577,1704
"Empleado (009)",4196,34,1140,2067,899,56
"Obrero (010)",7458,141,2710,2526,1728,353
"Trabajador independiente (011)",11744,94,3132,4401,3124,993
"Empleador o patrono (012)",628,,164,259,162,43
"Trabajador familiar no remunerado (013)",4103,520,1730,934,662,257
"Trabajador del hogar (014)",44,6,30,4,2,2
"Mujeres (016)",14119,537,4607,5248,2998,729
"Empleado (017)",3241,40,1126,1579,475,21
"Obrero (018)",1417,52,525,510,272,58
"Trabajador independiente (019)",4822,43,1314,1802,1282,381
"Empleador o patrono (020)",128,,43,46,33,6
"Trabajador familiar no remunerado (021)",3919,374,1216,1197,880,252
"Trabajador del hogar (022)",592,28,383,114,56,11
,,,,,,
"URBANA (024)",21984,714,7057,8711,4617,885
"Empleado (025)",6808,69,1984,3390,1294,71
"Obrero (026)",3521,99,1292,1228,764,138
"Trabajador independiente (027)",8178,111,2417,3183,1982,485
"Empleador o patrono (028)",410,,111,154,115,30
"Trabajador familiar no remunerado (029)",2550,405,900,671,422,152
"Trabajador del hogar (030)",517,30,353,85,40,9
"Hombres (032)",13350,438,4180,5186,2971,575
"Empleado (033)",3806,32,996,1896,831,51
"Obrero (034)",2832,74,1057,957,636,108
"Trabajador independiente (035)",5085,77,1516,1947,1236,309
"Empleador o patrono (036)",314,,77,122,89,26
"Trabajador familiar no remunerado (037)",1276,249,509,261,177,80
"Trabajador del hogar (038)",37,6,25,3,2,1
"Mujeres (040)",8634,276,2877,3525,1646,310
"Empleado (041)",3002,37,988,1494,463,20
"Obrero (042)",689,25,235,271,128,30
"Trabajador independiente (043)",3093,34,901,1236,746,176
"Empleador o patrono (044)",96,,34,32,26,4
"Trabajador familiar no remunerado (045)",1274,156,391,410,245,72
"Trabajador del hogar (046)",480,24,328,82,38,8
,,,,,,
"RURAL (048)",20308,618,6456,6728,4958,1548
"Empleado (049)",629,5,282,256,80,6
"Obrero (050)",5354,94,1943,1808,1236,273
"Trabajador independiente (051)",8388,26,2029,3020,2424,889
"Empleador o patrono (052)",346,,96,151,80,19
"Trabajador familiar no remunerado (053)",5472,489,2046,1460,1120,357
"Trabajador del hogar (054)",119,4,60,33,18,4
"Hombres (056)",14823,357,4726,5005,3606,1129
"Empleado (057)",390,2,144,171,68,5
"Obrero (058)",4626,67,1653,1569,1092,245
"Trabajador independiente (059)",6659,17,1616,2454,1888,684
"Empleador o patrono (060)",314,,87,137,73,17
"Trabajador familiar no remunerado (061)",2827,271,1221,673,485,177
"Trabajador del hogar (062)",7,,5,1,,1
"Mujeres (064)",5485,261,1730,1723,1352,419
"Empleado (065)",239,3,138,85,12,1
"Obrero (066)",728,27,290,239,144,28
"Trabajador independiente (067)",1729,9,413,566,536,205
"Empleador o patrono (068)",32,,9,14,7,2
"Trabajador familiar no remunerado (069)",2645,218,825,787,635,180
"Trabajador del hogar (070)",112,4,55,32,18,3
