"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONCEPCION (000)",22847,22100,6528,2876,2897,2305,3266,2219,1261,748,747,63237
"De 12 a 14 años (001)",2184,2170,2154,14,2,,,,,,14,18
"De 15 a 19 años (002)",2918,2881,2552,288,31,7,3,,,,37,383
"De 20 a 24 años (003)",2401,2153,906,739,377,96,32,3,,,248,1939
"De 25 a 29 años (004)",2108,1919,292,604,548,285,170,19,1,,189,3407
"De 30 a 34 años (005)",1993,1907,144,353,506,417,380,88,18,1,86,4967
"De 35 a 39 años (006)",1972,1921,85,226,434,388,507,208,66,7,51,6444
"De 40 a 44 años (007)",1740,1699,49,160,288,306,453,294,109,40,41,6901
"De 45 a 49 años (008)",1466,1447,53,92,187,209,400,276,159,71,19,6799
"De 50 y más años (009)",6065,6003,293,400,524,597,1321,1331,908,629,62,32379
"PEA (010)",6712,6383,1249,1099,1078,835,1041,619,302,160,329,18653
"De 12 a 14 años (011)",90,89,87,2,,,,,,,1,2
"De 15 a 19 años (012)",429,423,345,69,7,1,1,,,,6,90
"De 20 a 24 años (013)",771,671,352,214,77,19,9,,,,100,464
"De 25 a 29 años (014)",809,708,182,235,168,82,34,6,1,,101,1007
"De 30 a 34 años (015)",802,755,96,189,209,146,94,16,5,,47,1593
"De 35 a 39 años (016)",772,749,45,126,209,144,163,48,13,1,23,2114
"De 40 a 44 años (017)",780,754,24,104,152,152,184,97,34,7,26,2660
"De 45 a 49 años (018)",621,611,27,46,100,100,179,103,42,14,10,2536
"De 50 y más años (019)",1638,1623,91,114,156,191,377,349,207,138,15,8187
"Ocupada (020)",6450,6152,1139,1050,1050,815,1031,611,302,154,298,18323
"De 12 a 14 años (021)",83,82,80,2,,,,,,,1,2
