"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OTUZCO (000)",842,293,549
"Sin nivel (001)",68,17,51
"Educación inicial (002)",3,1,2
"Primaria (003)",462,154,308
"Secundaria (004)",157,67,90
"Superior no univ. incompleta (005)",29,12,17
"Superior no univ. completa (006)",105,37,68
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",14,4,10
"De 14 a 29 años (010)",442,210,232
"Sin nivel (011)",20,9,11
"Educación inicial (012)",3,1,2
"Primaria (013)",200,100,100
"Secundaria (014)",115,56,59
"Superior no univ. incompleta (015)",22,11,11
"Superior no univ. completa (016)",74,30,44
"Superior univ. incompleta (017)",3,1,2
"Superior univ. completa (018)",5,2,3
"De 30 a 44 años (020)",234,68,166
"Sin nivel (021)",20,6,14
"Primaria (023)",137,42,95
"Secundaria (024)",35,10,25
"Superior no univ. incompleta (025)",6,1,5
"Superior no univ. completa (026)",29,7,22
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",6,2,4
"De 45 a 64 años (030)",123,15,108
"Sin nivel (031)",16,2,14
"Primaria (033)",95,12,83
"Secundaria (034)",7,1,6
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",1,,1
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",43,,43
"Sin nivel (041)",12,,12
"Primaria (043)",30,,30
"Superior no univ. completa (046)",1,,1
,,,
"AREA URBANA (050)",369,113,256
"Sin nivel (051)",13,1,12
"Educación inicial (052)",2,,2
"Primaria (053)",126,21,105
"Secundaria (054)",96,42,54
"Superior no univ. incompleta (055)",25,12,13
"Superior no univ. completa (056)",93,33,60
"Superior univ. incompleta (057)",3,,3
"Superior univ. completa (058)",11,4,7
"De 14 a 29 años (060)",199,88,111
"Sin nivel (061)",5,1,4
"Educación inicial (062)",2,,2
"Primaria (063)",28,10,18
"Secundaria (064)",71,35,36
"Superior no univ. incompleta (065)",19,11,8
"Superior no univ. completa (066)",69,29,40
"Superior univ. incompleta (067)",2,,2
"Superior univ. completa (068)",3,2,1
"De 30 a 44 años (070)",95,22,73
"Sin nivel (071)",1,,1
"Primaria (073)",41,8,33
"Secundaria (074)",20,7,13
"Superior no univ. incompleta (075)",5,1,4
"Superior no univ. completa (076)",22,4,18
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",5,2,3
"De 45 a 64 años (080)",52,3,49
"Sin nivel (081)",3,,3
"Primaria (083)",39,3,36
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",1,,1
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",23,,23
"Sin nivel (091)",4,,4
"Primaria (093)",18,,18
"Superior no univ. completa (096)",1,,1
,,,
"AREA RURAL (100)",473,180,293
"Sin nivel (101)",55,16,39
"Educación inicial (102)",1,1,
"Primaria (103)",336,133,203
"Secundaria (104)",61,25,36
"Superior no univ. incompleta (105)",4,,4
"Superior no univ. completa (106)",12,4,8
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",3,,3
"De 14 a 29 años (110)",243,122,121
"Sin nivel (111)",15,8,7
"Educación inicial (112)",1,1,
"Primaria (113)",172,90,82
"Secundaria (114)",44,21,23
"Superior no univ. incompleta (115)",3,,3
"Superior no univ. completa (116)",5,1,4
"Superior univ. incompleta (117)",1,1,
"Superior univ. completa (118)",2,,2
"De 30 a 44 años (120)",139,46,93
"Sin nivel (121)",19,6,13
"Primaria (123)",96,34,62
"Secundaria (124)",15,3,12
"Superior no univ. incompleta (125)",1,,1
"Superior no univ. completa (126)",7,3,4
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",71,12,59
"Sin nivel (131)",13,2,11
"Primaria (133)",56,9,47
"Secundaria (134)",2,1,1
"De 65 y más años (140)",20,,20
"Sin nivel (141)",8,,8
"Primaria (143)",12,,12
