"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia AYMARAES (000)",252,70,182
"Sin nivel (001)",16,3,13
"Primaria (003)",59,10,49
"Secundaria (004)",129,41,88
"Superior no univ. incompleta (005)",10,3,7
"Superior no univ. completa (006)",20,8,12
"Superior univ. incompleta (007)",7,3,4
"Superior univ. completa (008)",11,2,9
"De 14 a 29 años (010)",115,51,64
"Sin nivel (011)",1,1,
"Primaria (013)",12,6,6
"Secundaria (014)",84,36,48
"Superior no univ. incompleta (015)",2,,2
"Superior no univ. completa (016)",11,5,6
"Superior univ. incompleta (017)",4,2,2
"Superior univ. completa (018)",1,1,
"De 30 a 44 años (020)",75,15,60
"Sin nivel (021)",3,,3
"Primaria (023)",17,2,15
"Secundaria (024)",32,5,27
"Superior no univ. incompleta (025)",5,3,2
"Superior no univ. completa (026)",9,3,6
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",7,1,6
"De 45 a 64 años (030)",48,4,44
"Sin nivel (031)",7,2,5
"Primaria (033)",23,2,21
"Secundaria (034)",11,,11
"Superior no univ. incompleta (035)",3,,3
"Superior univ. incompleta (037)",1,,1
"Superior univ. completa (038)",3,,3
"De 65 y más años (040)",14,,14
"Sin nivel (041)",5,,5
"Primaria (043)",7,,7
"Secundaria (044)",2,,2
,,,
"AREA URBANA (050)",136,30,106
"Sin nivel (051)",7,1,6
"Primaria (053)",25,4,21
"Secundaria (054)",67,15,52
"Superior no univ. incompleta (055)",6,2,4
"Superior no univ. completa (056)",15,5,10
"Superior univ. incompleta (057)",6,2,4
"Superior univ. completa (058)",10,1,9
"De 14 a 29 años (060)",55,19,36
"Primaria (063)",4,2,2
"Secundaria (064)",38,13,25
"Superior no univ. incompleta (065)",2,,2
"Superior no univ. completa (066)",7,2,5
"Superior univ. incompleta (067)",3,1,2
"Superior univ. completa (068)",1,1,
"De 30 a 44 años (070)",49,9,40
"Sin nivel (071)",2,,2
"Primaria (073)",8,1,7
"Secundaria (074)",20,2,18
"Superior no univ. incompleta (075)",3,2,1
"Superior no univ. completa (076)",8,3,5
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",6,,6
"De 45 a 64 años (080)",28,2,26
"Sin nivel (081)",3,1,2
"Primaria (083)",12,1,11
"Secundaria (084)",8,,8
"Superior no univ. incompleta (085)",1,,1
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",3,,3
"De 65 y más años (090)",4,,4
"Sin nivel (091)",2,,2
"Primaria (093)",1,,1
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",116,40,76
"Sin nivel (101)",9,2,7
"Primaria (103)",34,6,28
"Secundaria (104)",62,26,36
"Superior no univ. incompleta (105)",4,1,3
"Superior no univ. completa (106)",5,3,2
"Superior univ. incompleta (107)",1,1,
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",60,32,28
"Sin nivel (111)",1,1,
"Primaria (113)",8,4,4
"Secundaria (114)",46,23,23
"Superior no univ. completa (116)",4,3,1
"Superior univ. incompleta (117)",1,1,
"De 30 a 44 años (120)",26,6,20
"Sin nivel (121)",1,,1
"Primaria (123)",9,1,8
"Secundaria (124)",12,3,9
"Superior no univ. incompleta (125)",2,1,1
"Superior no univ. completa (126)",1,,1
"Superior univ. completa (128)",1,1,
"De 45 a 64 años (130)",20,2,18
"Sin nivel (131)",4,1,3
"Primaria (133)",11,1,10
"Secundaria (134)",3,,3
"Superior no univ. incompleta (135)",2,,2
"De 65 y más años (140)",10,,10
"Sin nivel (141)",3,,3
"Primaria (143)",6,,6
"Secundaria (144)",1,,1
