"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia AREQUIPA (000)",21324,4454,16870
"Sin nivel (001)",526,63,463
"Educación inicial (002)",11,4,7
"Primaria (003)",2463,281,2182
"Secundaria (004)",7624,1766,5858
"Superior no univ. incompleta (005)",1967,481,1486
"Superior no univ. completa (006)",3131,605,2526
"Superior univ. incompleta (007)",1876,518,1358
"Superior univ. completa (008)",3726,736,2990
"De 14 a 29 años (010)",9940,3440,6500
"Sin nivel (011)",54,22,32
"Educación inicial (012)",8,2,6
"Primaria (013)",393,118,275
"Secundaria (014)",4123,1442,2681
"Superior no univ. incompleta (015)",1219,418,801
"Superior no univ. completa (016)",1580,461,1119
"Superior univ. incompleta (017)",1093,453,640
"Superior univ. completa (018)",1470,524,946
"De 30 a 44 años (020)",6787,851,5936
"Sin nivel (021)",165,32,133
"Educación inicial (022)",3,2,1
"Primaria (023)",830,124,706
"Secundaria (024)",2194,271,1923
"Superior no univ. incompleta (025)",511,56,455
"Superior no univ. completa (026)",1112,126,986
"Superior univ. incompleta (027)",473,54,419
"Superior univ. completa (028)",1499,186,1313
"De 45 a 64 años (030)",3958,163,3795
"Sin nivel (031)",227,9,218
"Primaria (033)",982,39,943
"Secundaria (034)",1181,53,1128
"Superior no univ. incompleta (035)",217,7,210
"Superior no univ. completa (036)",404,18,386
"Superior univ. incompleta (037)",285,11,274
"Superior univ. completa (038)",662,26,636
"De 65 y más años (040)",639,,639
"Sin nivel (041)",80,,80
"Primaria (043)",258,,258
"Secundaria (044)",126,,126
"Superior no univ. incompleta (045)",20,,20
"Superior no univ. completa (046)",35,,35
"Superior univ. incompleta (047)",25,,25
"Superior univ. completa (048)",95,,95
,,,
"AREA URBANA (050)",21040,4389,16651
"Sin nivel (051)",503,60,443
"Educación inicial (052)",11,4,7
"Primaria (053)",2400,267,2133
"Secundaria (054)",7509,1735,5774
"Superior no univ. incompleta (055)",1939,472,1467
"Superior no univ. completa (056)",3114,602,2512
"Superior univ. incompleta (057)",1861,516,1345
"Superior univ. completa (058)",3703,733,2970
"De 14 a 29 años (060)",9803,3387,6416
"Sin nivel (061)",53,21,32
"Educación inicial (062)",8,2,6
"Primaria (063)",375,109,266
"Secundaria (064)",4046,1414,2632
"Superior no univ. incompleta (065)",1198,409,789
"Superior no univ. completa (066)",1572,459,1113
"Superior univ. incompleta (067)",1088,451,637
"Superior univ. completa (068)",1463,522,941
"De 30 a 44 años (070)",6695,841,5854
"Sin nivel (071)",153,30,123
"Educación inicial (072)",3,2,1
"Primaria (073)",804,121,683
"Secundaria (074)",2170,268,1902
"Superior no univ. incompleta (075)",507,56,451
"Superior no univ. completa (076)",1104,125,979
"Superior univ. incompleta (077)",466,54,412
"Superior univ. completa (078)",1488,185,1303
"De 45 a 64 años (080)",3914,161,3753
"Sin nivel (081)",222,9,213
"Primaria (083)",965,37,928
"Secundaria (084)",1169,53,1116
"Superior no univ. incompleta (085)",215,7,208
"Superior no univ. completa (086)",403,18,385
"Superior univ. incompleta (087)",282,11,271
"Superior univ. completa (088)",658,26,632
"De 65 y más años (090)",628,,628
"Sin nivel (091)",75,,75
"Primaria (093)",256,,256
"Secundaria (094)",124,,124
"Superior no univ. incompleta (095)",19,,19
"Superior no univ. completa (096)",35,,35
"Superior univ. incompleta (097)",25,,25
"Superior univ. completa (098)",94,,94
,,,
"AREA RURAL (100)",284,65,219
"Sin nivel (101)",23,3,20
"Primaria (103)",63,14,49
"Secundaria (104)",115,31,84
"Superior no univ. incompleta (105)",28,9,19
"Superior no univ. completa (106)",17,3,14
"Superior univ. incompleta (107)",15,2,13
"Superior univ. completa (108)",23,3,20
"De 14 a 29 años (110)",137,53,84
"Sin nivel (111)",1,1,
"Primaria (113)",18,9,9
"Secundaria (114)",77,28,49
"Superior no univ. incompleta (115)",21,9,12
"Superior no univ. completa (116)",8,2,6
"Superior univ. incompleta (117)",5,2,3
"Superior univ. completa (118)",7,2,5
"De 30 a 44 años (120)",92,10,82
"Sin nivel (121)",12,2,10
"Primaria (123)",26,3,23
"Secundaria (124)",24,3,21
"Superior no univ. incompleta (125)",4,,4
"Superior no univ. completa (126)",8,1,7
"Superior univ. incompleta (127)",7,,7
"Superior univ. completa (128)",11,1,10
"De 45 a 64 años (130)",44,2,42
"Sin nivel (131)",5,,5
"Primaria (133)",17,2,15
"Secundaria (134)",12,,12
"Superior no univ. incompleta (135)",2,,2
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",3,,3
"Superior univ. completa (138)",4,,4
"De 65 y más años (140)",11,,11
"Sin nivel (141)",5,,5
"Primaria (143)",2,,2
"Secundaria (144)",2,,2
"Superior no univ. incompleta (145)",1,,1
"Superior univ. completa (148)",1,,1
