"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PISCO (000)",45715,26553,5335,5097,8730
"Sin nivel (001)",721,554,74,41,52
"Educación inicial (002)",33,21,5,5,2
"Primaria (003)",7583,5617,818,524,624
"Secundaria (004)",21270,13400,2574,1955,3341
"Superior no univ. incompleta (005)",3369,1867,416,400,686
"Superior no univ. completa (006)",6869,2722,778,1192,2177
"Superior univ. incompleta (007)",1811,941,206,249,415
"Superior univ. completa (008)",4059,1431,464,731,1433
"De 06 a 14 años (010)",570,468,54,35,13
"Sin nivel (011)",5,5,,,
"Educación inicial (012)",1,1,,,
"Primaria (013)",300,251,29,15,5
"Secundaria (014)",264,211,25,20,8
"De 15 a 29 años (020)",15844,8671,2135,1916,3122
"Sin nivel (021)",69,39,15,6,9
"Educación inicial (022)",19,12,4,2,1
"Primaria (023)",1119,708,156,117,138
"Secundaria (024)",8473,5192,1141,830,1310
"Superior no univ. incompleta (025)",1752,953,258,233,308
"Superior no univ. completa (026)",2618,1036,344,436,802
"Superior univ. incompleta (027)",731,381,94,110,146
"Superior univ. completa (028)",1063,350,123,182,408
"De 30 a 44 años (030)",16747,9172,1970,1998,3607
"Sin nivel (031)",142,105,15,9,13
"Educación inicial (032)",13,8,1,3,1
"Primaria (033)",1938,1316,253,156,213
"Secundaria (034)",7919,4932,961,739,1287
"Superior no univ. incompleta (035)",1144,630,124,114,276
"Superior no univ. completa (036)",3174,1230,333,581,1030
"Superior univ. incompleta (037)",636,315,69,82,170
"Superior univ. completa (038)",1781,636,214,314,617
"De 45 a 64 años (040)",10923,6892,1058,1081,1892
"Sin nivel (041)",341,265,36,17,23
"Primaria (043)",3209,2453,315,216,225
"Secundaria (044)",4301,2820,422,346,713
"Superior no univ. incompleta (045)",448,263,32,52,101
"Superior no univ. completa (046)",1037,434,97,170,336
"Superior univ. incompleta (047)",429,240,40,52,97
"Superior univ. completa (048)",1158,417,116,228,397
"De 65 y más años (050)",1631,1350,118,67,96
"Sin nivel (051)",164,140,8,9,7
"Primaria (053)",1017,889,65,20,43
"Secundaria (054)",313,245,25,20,23
"Superior no univ. incompleta (055)",25,21,2,1,1
"Superior no univ. completa (056)",40,22,4,5,9
"Superior univ. incompleta (057)",15,5,3,5,2
