"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARAVELI (000)",16677,692,8,3256,7645,1283,1501,795,1497
"Empleado (001)",2784,34,1,175,901,244,445,203,781
"Obrero (002)",6076,236,3,1204,3298,466,427,224,218
"Trabajador independiente (003)",6616,347,3,1583,2954,494,518,310,407
"Empleador o patrono (004)",320,14,,47,120,29,34,29,47
"Trabajador familiar no remunerado (005)",643,47,1,186,248,37,68,22,34
"Trabajador del hogar (006)",238,14,,61,124,13,9,7,10
"Hombres (008)",12594,365,6,2390,6119,1005,1052,666,991
"Empleado (009)",1605,11,,80,534,150,233,154,443
"Obrero (010)",5550,166,3,1045,3087,440,398,214,197
"Trabajador independiente (011)",4855,170,3,1125,2265,379,363,260,290
"Empleador o patrono (012)",246,6,,33,96,18,28,25,40
"Trabajador familiar no remunerado (013)",317,11,,101,129,16,27,12,21
"Trabajador del hogar (014)",21,1,,6,8,2,3,1,
"Mujeres (016)",4083,327,2,866,1526,278,449,129,506
"Empleado (017)",1179,23,1,95,367,94,212,49,338
"Obrero (018)",526,70,,159,211,26,29,10,21
"Trabajador independiente (019)",1761,177,,458,689,115,155,50,117
"Empleador o patrono (020)",74,8,,14,24,11,6,4,7
"Trabajador familiar no remunerado (021)",326,36,1,85,119,21,41,10,13
"Trabajador del hogar (022)",217,13,,55,116,11,6,6,10
,,,,,,,,,
"URBANA (024)",9524,335,5,1642,3957,792,1092,516,1185
"Empleado (025)",1968,23,1,109,549,176,355,147,608
"Obrero (026)",2750,100,2,573,1348,216,252,105,154
"Trabajador independiente (027)",3944,164,2,787,1706,334,389,218,344
"Empleador o patrono (028)",238,10,,23,92,24,31,21,37
"Trabajador familiar no remunerado (029)",444,27,,109,166,31,59,20,32
"Trabajador del hogar (030)",180,11,,41,96,11,6,5,10
"Hombres (032)",6641,125,4,1116,2937,568,728,410,753
"Empleado (033)",1079,6,,51,314,100,178,106,324
"Obrero (034)",2456,61,2,493,1230,198,233,99,140
"Trabajador independiente (035)",2701,48,2,500,1229,241,267,175,239
"Empleador o patrono (036)",177,3,,14,72,15,25,18,30
"Trabajador familiar no remunerado (037)",216,6,,55,86,13,24,12,20
"Trabajador del hogar (038)",12,1,,3,6,1,1,,
"Mujeres (040)",2883,210,1,526,1020,224,364,106,432
"Empleado (041)",889,17,1,58,235,76,177,41,284
"Obrero (042)",294,39,,80,118,18,19,6,14
"Trabajador independiente (043)",1243,116,,287,477,93,122,43,105
"Empleador o patrono (044)",61,7,,9,20,9,6,3,7
"Trabajador familiar no remunerado (045)",228,21,,54,80,18,35,8,12
"Trabajador del hogar (046)",168,10,,38,90,10,5,5,10
,,,,,,,,,
"RURAL (048)",7153,357,3,1614,3688,491,409,279,312
"Empleado (049)",816,11,,66,352,68,90,56,173
"Obrero (050)",3326,136,1,631,1950,250,175,119,64
"Trabajador independiente (051)",2672,183,1,796,1248,160,129,92,63
"Empleador o patrono (052)",82,4,,24,28,5,3,8,10
"Trabajador familiar no remunerado (053)",199,20,1,77,82,6,9,2,2
"Trabajador del hogar (054)",58,3,,20,28,2,3,2,
"Hombres (056)",5953,240,2,1274,3182,437,324,256,238
"Empleado (057)",526,5,,29,220,50,55,48,119
"Obrero (058)",3094,105,1,552,1857,242,165,115,57
"Trabajador independiente (059)",2154,122,1,625,1036,138,96,85,51
"Empleador o patrono (060)",69,3,,19,24,3,3,7,10
"Trabajador familiar no remunerado (061)",101,5,,46,43,3,3,,1
"Trabajador del hogar (062)",9,,,3,2,1,2,1,
"Mujeres (064)",1200,117,1,340,506,54,85,23,74
"Empleado (065)",290,6,,37,132,18,35,8,54
"Obrero (066)",232,31,,79,93,8,10,4,7
"Trabajador independiente (067)",518,61,,171,212,22,33,7,12
"Empleador o patrono (068)",13,1,,5,4,2,,1,
"Trabajador familiar no remunerado (069)",98,15,1,31,39,3,6,2,1
"Trabajador del hogar (070)",49,3,,17,26,1,1,1,
