"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia DATEM DEL MARAÑON (000)",38541,13528,13015,7097,4038,863
"Hombres (001)",19760,6880,6449,3736,2230,465
"Mujeres (002)",18781,6648,6566,3361,1808,398
"PEA (003)",16175,1166,6751,4981,2811,466
"Hombres (004)",10026,596,3911,3252,1930,337
"Mujeres (005)",6149,570,2840,1729,881,129
"Ocupada (006)",15850,1137,6570,4906,2777,460
"Hombres (007)",9754,576,3765,3182,1900,331
"Mujeres (008)",6096,561,2805,1724,877,129
"Desocupada (009)",325,29,181,75,34,6
"Hombres (010)",272,20,146,70,30,6
"Mujeres (011)",53,9,35,5,4,
"No PEA (012)",22366,12362,6264,2116,1227,397
"Hombres (013)",9734,6284,2538,484,300,128
"Mujeres (014)",12632,6078,3726,1632,927,269
,,,,,,
"URBANA (018)",11030,3546,3748,2160,1291,285
"Hombres (019)",5573,1779,1829,1093,710,162
"Mujeres (020)",5457,1767,1919,1067,581,123
"PEA (021)",4278,201,1633,1458,858,128
"Hombres (022)",2759,109,1013,942,593,102
"Mujeres (023)",1519,92,620,516,265,26
"Ocupada (024)",4116,188,1547,1426,833,122
"Hombres (025)",2632,101,950,913,572,96
"Mujeres (026)",1484,87,597,513,261,26
"Desocupada (027)",162,13,86,32,25,6
"Hombres (028)",127,8,63,29,21,6
"Mujeres (029)",35,5,23,3,4,
"No PEA (030)",6752,3345,2115,702,433,157
"Hombres (031)",2814,1670,816,151,117,60
"Mujeres (032)",3938,1675,1299,551,316,97
,,,,,,
"RURAL (036)",27511,9982,9267,4937,2747,578
"Hombres (037)",14187,5101,4620,2643,1520,303
"Mujeres (038)",13324,4881,4647,2294,1227,275
"PEA (039)",11897,965,5118,3523,1953,338
"Hombres (040)",7267,487,2898,2310,1337,235
"Mujeres (041)",4630,478,2220,1213,616,103
"Ocupada (042)",11734,949,5023,3480,1944,338
"Hombres (043)",7122,475,2815,2269,1328,235
"Mujeres (044)",4612,474,2208,1211,616,103
"Desocupada (045)",163,16,95,43,9,
"Hombres (046)",145,12,83,41,9,
"Mujeres (047)",18,4,12,2,,
"No PEA (048)",15614,9017,4149,1414,794,240
"Hombres (049)",6920,4614,1722,333,183,68
"Mujeres (050)",8694,4403,2427,1081,611,172
