"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJABAMBA (000)",68615,13861,1878,39601,9318,1024,1977,279,677
"Quechua (001)",30,3,,17,4,1,2,1,2
"Aymara (002)",16,2,1,11,1,1,,,
"Ashaninca (003)",5,,1,3,,,1,,
"Otra lengua nativa (004)",8,2,1,4,1,,,,
"Castellano (005)",68403,13735,1873,39537,9311,1022,1973,278,674
"Idioma extranjero (006)",4,,,1,1,,1,,1
"Es sordomudo/a (007)",149,119,2,28,,,,,
"Hombres (009)",33781,4874,965,20606,5412,484,909,144,387
"Quechua (010)",16,,,10,2,1,,1,2
"Aymara (011)",8,1,1,5,1,,,,
"Ashaninca (012)",4,,1,2,,,1,,
"Otra lengua nativa (013)",3,,,2,1,,,,
"Castellano (014)",33684,4820,962,20576,5407,483,908,143,385
"Idioma extranjero (015)",2,,,1,1,,,,
"Es sordomudo/a (016)",64,53,1,10,,,,,
"Mujeres (018)",34834,8987,913,18995,3906,540,1068,135,290
"Quechua (019)",14,3,,7,2,,2,,
"Aymara (020)",8,1,,6,,1,,,
"Ashaninca (021)",1,,,1,,,,,
"Otra lengua nativa (022)",5,2,1,2,,,,,
"Castellano (023)",34719,8915,911,18961,3904,539,1065,135,289
"Idioma extranjero (024)",2,,,,,,1,,1
"Es sordomudo/a (025)",85,66,1,18,,,,,
,,,,,,,,,
"URBANA (027)",17126,1983,563,6902,4383,771,1687,231,606
"Quechua (028)",12,1,,2,3,1,2,1,2
"Aymara (029)",6,1,,3,1,1,,,
"Ashaninca (030)",1,,,,,,1,,
"Otra lengua nativa (031)",5,1,1,3,,,,,
"Castellano (032)",17080,1963,561,6892,4379,769,1683,230,603
"Idioma extranjero (033)",3,,,1,,,1,,1
"Es sordomudo/a (034)",19,17,1,1,,,,,
"Hombres (036)",8090,696,303,3166,2351,364,759,118,333
"Quechua (037)",7,,,1,2,1,,1,2
"Aymara (038)",1,,,,1,,,,
"Ashaninca (039)",1,,,,,,1,,
"Otra lengua nativa (040)",1,,,1,,,,,
"Castellano (041)",8068,686,302,3163,2348,363,758,117,331
"Idioma extranjero (042)",1,,,1,,,,,
"Es sordomudo/a (043)",11,10,1,,,,,,
"Mujeres (045)",9036,1287,260,3736,2032,407,928,113,273
"Quechua (046)",5,1,,1,1,,2,,
"Aymara (047)",5,1,,3,,1,,,
"Otra lengua nativa (049)",4,1,1,2,,,,,
"Castellano (050)",9012,1277,259,3729,2031,406,925,113,272
"Idioma extranjero (051)",2,,,,,,1,,1
"Es sordomudo/a (052)",8,7,,1,,,,,
,,,,,,,,,
"RURAL (054)",51489,11878,1315,32699,4935,253,290,48,71
"Quechua (055)",18,2,,15,1,,,,
"Aymara (056)",10,1,1,8,,,,,
"Ashaninca (057)",4,,1,3,,,,,
"Otra lengua nativa (058)",3,1,,1,1,,,,
"Castellano (059)",51323,11772,1312,32645,4932,253,290,48,71
"Idioma extranjero (060)",1,,,,1,,,,
"Es sordomudo/a (061)",130,102,1,27,,,,,
"Hombres (063)",25691,4178,662,17440,3061,120,150,26,54
"Quechua (064)",9,,,9,,,,,
"Aymara (065)",7,1,1,5,,,,,
"Ashaninca (066)",3,,1,2,,,,,
"Otra lengua nativa (067)",2,,,1,1,,,,
"Castellano (068)",25616,4134,660,17413,3059,120,150,26,54
"Idioma extranjero (069)",1,,,,1,,,,
"Es sordomudo/a (070)",53,43,,10,,,,,
"Mujeres (072)",25798,7700,653,15259,1874,133,140,22,17
"Quechua (073)",9,2,,6,1,,,,
"Aymara (074)",3,,,3,,,,,
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",25707,7638,652,15232,1873,133,140,22,17
"Es sordomudo/a (079)",77,59,1,17,,,,,
