"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia PICOTA (000)",14442,11955,1348,647,492
"Sin nivel (001)",565,510,42,10,3
"Educación inicial (002)",17,12,5,,
"Primaria (003)",7443,6673,537,183,50
"Secundaria (004)",4894,3988,539,195,172
"Superior no univ. incompleta (005)",380,249,52,41,38
"Superior no univ. completa (006)",689,314,98,140,137
"Superior univ. incompleta (007)",152,80,27,18,27
"Superior univ. completa (008)",302,129,48,60,65
"De 06 a 14 años (010)",503,441,41,18,3
"Sin nivel (011)",14,11,2,1,
"Educación inicial (012)",7,6,1,,
"Primaria (013)",371,327,28,14,2
"Secundaria (014)",111,97,10,3,1
"De 15 a 29 años (020)",4897,4061,459,218,159
"Sin nivel (021)",96,88,4,3,1
"Educación inicial (022)",6,4,2,,
"Primaria (023)",2020,1810,135,63,12
"Secundaria (024)",2277,1880,246,94,57
"Superior no univ. incompleta (025)",170,108,23,18,21
"Superior no univ. completa (026)",197,105,23,21,48
"Superior univ. incompleta (027)",53,33,8,6,6
"Superior univ. completa (028)",78,33,18,13,14
"De 30 a 44 años (030)",5093,4038,558,277,220
"Sin nivel (031)",170,150,18,1,1
"Educación inicial (032)",4,2,2,,
"Primaria (033)",2485,2177,230,65,13
"Secundaria (034)",1693,1366,199,61,67
"Superior no univ. incompleta (035)",147,93,24,17,13
"Superior no univ. completa (036)",376,154,56,91,75
"Superior univ. incompleta (037)",64,29,12,9,14
"Superior univ. completa (038)",154,67,17,33,37
"De 45 a 64 años (040)",3241,2735,271,128,107
"Sin nivel (041)",198,178,15,4,1
"Primaria (043)",2015,1822,134,38,21
"Secundaria (044)",760,601,78,35,46
"Superior no univ. incompleta (045)",55,40,5,6,4
"Superior no univ. completa (046)",112,51,19,28,14
"Superior univ. incompleta (047)",35,18,7,3,7
"Superior univ. completa (048)",66,25,13,14,14
"De 65 y más años (050)",708,680,19,6,3
"Sin nivel (051)",87,83,3,1,
"Primaria (053)",552,537,10,3,2
"Secundaria (054)",53,44,6,2,1
"Superior no univ. incompleta (055)",8,8,,,
"Superior no univ. completa (056)",4,4,,,
"Superior univ. completa (058)",4,4,,,
,,,,,
"URBANA (060)",9068,7112,1008,519,429
"Sin nivel (061)",212,184,21,5,2
