"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMALIES (000)",61248,10366,1724,31974,14229,837,1113,285,720
"Jefe o Jefa (001)",15779,2049,16,8670,3776,256,511,97,404
"Esposa(o)/ compa¤era(o) (002)",9915,1958,20,5533,1933,113,207,39,112
"Hijo(a)/ hijastro(a) (003)",27532,4576,1406,14080,6730,326,244,106,64
"Yerno/ nuera (004)",568,25,,217,246,25,34,4,17
"Nieto(a) (005)",2539,640,195,1343,337,12,6,3,3
"Padres/ suegros (006)",770,455,,291,17,2,1,2,2
"Otro(a) pariente (007)",2940,525,73,1375,824,57,41,17,28
"Trabajador(a) del hogar (008)",151,25,1,67,56,1,1,,
"Pensionista (009)",64,5,,16,18,2,12,1,10
"Otro(a) no pariente (010)",990,108,13,382,292,43,56,16,80
"Hombres (012)",30943,3984,877,16196,8258,427,593,168,440
"Jefe o Jefa (013)",11689,865,10,6720,3145,185,377,80,307
"Esposa(o)/ compa¤era(o) (014)",503,52,,228,167,6,24,5,21
"Hijo(a)/ hijastro(a) (015)",14525,2325,733,7259,3847,156,111,53,41
"Yerno/ nuera (016)",252,3,,93,105,13,24,2,12
"Nieto(a) (017)",1309,331,97,685,191,3,,1,1
"Padres/ suegros (018)",228,80,,134,10,2,,2,
"Otro(a) pariente (019)",1679,252,34,762,550,30,21,12,18
"Trabajador(a) del hogar (020)",87,15,,38,33,,1,,
"Pensionista (021)",46,4,,11,14,2,8,1,6
"Otro(a) no pariente (022)",625,57,3,266,196,30,27,12,34
"Mujeres (024)",30305,6382,847,15778,5971,410,520,117,280
"Jefe o Jefa (025)",4090,1184,6,1950,631,71,134,17,97
"Esposa(o)/ compa¤era(o) (026)",9412,1906,20,5305,1766,107,183,34,91
"Hijo(a)/ hijastro(a) (027)",13007,2251,673,6821,2883,170,133,53,23
"Yerno/ nuera (028)",316,22,,124,141,12,10,2,5
"Nieto(a) (029)",1230,309,98,658,146,9,6,2,2
"Padres/ suegros (030)",542,375,,157,7,,1,,2
"Otro(a) pariente (031)",1261,273,39,613,274,27,20,5,10
"Trabajador(a) del hogar (032)",64,10,1,29,23,1,,,
"Pensionista (033)",18,1,,5,4,,4,,4
"Otro(a) no pariente (034)",365,51,10,116,96,13,29,4,46
,,,,,,,,,
"URBANA (036)",17026,2224,497,7679,4616,507,834,166,503
"Jefe o Jefa (037)",4522,385,7,2030,1215,158,389,57,281
"Esposa(o)/ compa¤era(o) (038)",2747,380,5,1327,680,73,177,21,84
"Hijo(a)/ hijastro(a) (039)",7324,987,399,3389,2120,176,152,58,43
"Yerno/ nuera (040)",185,3,,45,89,13,25,2,8
"Nieto(a) (041)",736,182,60,369,111,6,4,2,2
"Padres/ suegros (042)",262,137,,111,8,1,1,2,2
"Otro(a) pariente (043)",806,120,20,313,250,43,31,11,18
"Trabajador(a) del hogar (044)",65,6,1,30,27,1,,,
"Pensionista (045)",17,,,2,3,2,6,,4
"Otro(a) no pariente (046)",362,24,5,63,113,34,49,13,61
