"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LAMAS (000)",649,48,335,148,94,24
"Sin nivel (001)",39,4,9,9,12,5
"Primaria (003)",327,34,146,78,50,19
"Secundaria (004)",212,10,135,44,23,
"Superior no univ. incompleta (005)",14,,12,2,,
"Superior no univ. completa (006)",30,,21,5,4,
"Superior univ. incompleta (007)",4,,2,2,,
"Superior univ. completa (008)",23,,10,8,5,
"Hombres (010)",463,26,223,118,76,20
"Sin nivel (011)",27,3,7,7,6,4
"Primaria (013)",227,15,89,62,45,16
"Secundaria (014)",169,8,101,41,19,
"Superior no univ. incompleta (015)",13,,12,1,,
"Superior no univ. completa (016)",11,,8,1,2,
"Superior univ. incompleta (017)",2,,1,1,,
"Superior univ. completa (018)",14,,5,5,4,
"Mujeres (020)",186,22,112,30,18,4
"Sin nivel (021)",12,1,2,2,6,1
"Primaria (023)",100,19,57,16,5,3
"Secundaria (024)",43,2,34,3,4,
"Superior no univ. incompleta (025)",1,,,1,,
"Superior no univ. completa (026)",19,,13,4,2,
"Superior univ. incompleta (027)",2,,1,1,,
"Superior univ. completa (028)",9,,5,3,1,
,,,,,,
"Area Urbana (030)",417,17,203,102,74,21
"Sin nivel (031)",19,1,2,4,9,3
"Primaria (033)",184,11,69,51,35,18
"Secundaria (034)",151,5,93,32,21,
"Superior no univ. incompleta (035)",12,,10,2,,
"Superior no univ. completa (036)",27,,19,4,4,
"Superior univ. incompleta (037)",3,,1,2,,
"Superior univ. completa (038)",21,,9,7,5,
"Hombres (040)",304,12,138,78,59,17
"Sin nivel (041)",12,1,1,3,5,2
"Primaria (043)",139,7,47,39,31,15
"Secundaria (044)",118,4,68,29,17,
"Superior no univ. incompleta (045)",11,,10,1,,
"Superior no univ. completa (046)",9,,6,1,2,
"Superior univ. incompleta (047)",2,,1,1,,
"Superior univ. completa (048)",13,,5,4,4,
"Mujeres (050)",113,5,65,24,15,4
"Sin nivel (051)",7,,1,1,4,1
"Primaria (053)",45,4,22,12,4,3
"Secundaria (054)",33,1,25,3,4,
"Superior no univ. incompleta (055)",1,,,1,,
"Superior no univ. completa (056)",18,,13,3,2,
"Superior univ. incompleta (057)",1,,,1,,
"Superior univ. completa (058)",8,,4,3,1,
,,,,,,
"Area Rural (060)",232,31,132,46,20,3
"Sin nivel (061)",20,3,7,5,3,2
"Primaria (063)",143,23,77,27,15,1
"Secundaria (064)",61,5,42,12,2,
"Superior no univ. incompleta (065)",2,,2,,,
"Superior no univ. completa (066)",3,,2,1,,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",2,,1,1,,
"Hombres (070)",159,14,85,40,17,3
"Sin nivel (071)",15,2,6,4,1,2
"Primaria (073)",88,8,42,23,14,1
"Secundaria (074)",51,4,33,12,2,
"Superior no univ. incompleta (075)",2,,2,,,
"Superior no univ. completa (076)",2,,2,,,
"Superior univ. completa (078)",1,,,1,,
"Mujeres (080)",73,17,47,6,3,
"Sin nivel (081)",5,1,1,1,2,
"Primaria (083)",55,15,35,4,1,
"Secundaria (084)",10,1,9,,,
"Superior no univ. completa (086)",1,,,1,,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",1,,1,,,
