"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CARABAYA (000)",35745,21366,64,422,12910,349,45,37,3,549
"Hombres (001)",15284,11323,39,191,3197,167,36,16,3,312
"Mujeres (002)",20461,10043,25,231,9713,182,9,21,,237
"De 06 a 14 años (003)",16450,15759,,,269,182,,5,,235
"Hombres (004)",8539,8205,,,122,87,,1,,124
"Mujeres (005)",7911,7554,,,147,95,,4,,111
"De 15 a 29 años (006)",10276,5472,10,139,4482,,19,7,3,144
"Hombres (007)",4163,3043,4,64,941,,14,3,3,91
"Mujeres (008)",6113,2429,6,75,3541,,5,4,,53
"De 30 a 44 años (009)",4201,113,11,146,3853,,18,8,,52
"Hombres (010)",1065,65,4,57,884,,16,4,,35
"Mujeres (011)",3136,48,7,89,2969,,2,4,,17
"De 45 a 64 años (012)",2811,19,17,75,2638,1,8,3,,50
"Hombres (013)",757,9,14,36,659,1,6,1,,31
"Mujeres (014)",2054,10,3,39,1979,,2,2,,19
"De 65 y más años (015)",2007,3,26,62,1668,166,,14,,68
"Hombres (016)",760,1,17,34,591,79,,7,,31
"Mujeres (017)",1247,2,9,28,1077,87,,7,,37
,,,,,,,,,,
"AREA URBANA (018)",16261,9883,48,288,5723,85,4,11,1,218
"Hombres (019)",6881,5124,28,118,1437,43,4,4,1,122
"Mujeres (020)",9380,4759,20,170,4286,42,,7,,96
"De 06 a 14 años (021)",7325,7107,,,116,50,,2,,50
"Hombres (022)",3727,3610,,,61,25,,,,31
"Mujeres (023)",3598,3497,,,55,25,,2,,19
"De 15 a 29 años (024)",4834,2695,5,87,1962,,3,2,1,79
"Hombres (025)",1976,1467,1,37,420,,3,1,1,46
"Mujeres (026)",2858,1228,4,50,1542,,,1,,33
"De 30 a 44 años (027)",1989,68,10,101,1776,,1,5,,28
"Hombres (028)",506,40,4,33,410,,1,2,,16
"Mujeres (029)",1483,28,6,68,1366,,,3,,12
"De 45 a 64 años (030)",1225,10,14,50,1128,,,1,,22
"Hombres (031)",349,6,12,23,295,,,,,13
"Mujeres (032)",876,4,2,27,833,,,1,,9
"De 65 y más años (033)",888,3,19,50,741,35,,1,,39
"Hombres (034)",323,1,11,25,251,18,,1,,16
"Mujeres (035)",565,2,8,25,490,17,,,,23
,,,,,,,,,,
"AREA RURAL (036)",19484,11483,16,134,7187,264,41,26,2,331
"Hombres (037)",8403,6199,11,73,1760,124,32,12,2,190
"Mujeres (038)",11081,5284,5,61,5427,140,9,14,,141
"De 06 a 14 años (039)",9125,8652,,,153,132,,3,,185
"Hombres (040)",4812,4595,,,61,62,,1,,93
"Mujeres (041)",4313,4057,,,92,70,,2,,92
"De 15 a 29 años (042)",5442,2777,5,52,2520,,16,5,2,65
"Hombres (043)",2187,1576,3,27,521,,11,2,2,45
"Mujeres (044)",3255,1201,2,25,1999,,5,3,,20
"De 30 a 44 años (045)",2212,45,1,45,2077,,17,3,,24
"Hombres (046)",559,25,,24,474,,15,2,,19
"Mujeres (047)",1653,20,1,21,1603,,2,1,,5
"De 45 a 64 años (048)",1586,9,3,25,1510,1,8,2,,28
"Hombres (049)",408,3,2,13,364,1,6,1,,18
"Mujeres (050)",1178,6,1,12,1146,,2,1,,10
"De 65 y más años (051)",1119,,7,12,927,131,,13,,29
"Hombres (052)",437,,6,9,340,61,,6,,15
"Mujeres (053)",682,,1,3,587,70,,7,,14
