"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia AMBO",,,,,,,,,
"Viviendas particulares (001)",1301,195,89,25,234,2,,3,753
"Ocupantes presentes (002)",5265,795,359,100,1071,13,,13,2914
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1221,189,89,24,224,2,,3,690
"Ocupantes presentes (005)",4957,766,359,97,1023,13,,13,2686
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",59,,,,,,,,59
"Ocupantes presentes (008)",216,,,,,,,,216
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4,4,,,,,,,
"Ocupantes presentes (011)",23,23,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,2,,1,4,,,,3
"Ocupantes presentes (014)",32,6,,3,15,,,,8
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,,,,6,,,,
"Ocupantes presentes (017)",33,,,,33,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,,,,,,,1
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",551,99,41,14,84,1,,3,309
"Ocupantes presentes (029)",2138,391,151,50,338,9,,13,1186
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",477,93,41,13,80,1,,3,246
"Ocupantes presentes (032)",1863,362,151,47,323,9,,13,958
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",59,,,,,,,,59
"Ocupantes presentes (035)",216,,,,,,,,216
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4,4,,,,,,,
"Ocupantes presentes (038)",23,23,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,2,,1,4,,,,3
"Ocupantes presentes (041)",32,6,,3,15,,,,8
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,,,,,,,1
"Ocupantes presentes (050)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",750,96,48,11,150,1,,,444
"Ocupantes presentes (056)",3127,404,208,50,733,4,,,1728
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",744,96,48,11,144,1,,,444
"Ocupantes presentes (059)",3094,404,208,50,700,4,,,1728
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,,,,6,,,,
"Ocupantes presentes (071)",33,,,,33,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
