"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JULCAN (000)",27871,4927,571,16665,4660,299,291,87,371
"Hombres (001)",13949,1481,266,8817,2773,154,161,62,235
"Mujeres (002)",13922,3446,305,7848,1887,145,130,25,136
"PEA (003)",8808,1181,15,5199,1745,160,186,60,262
"Hombres (004)",7766,956,10,4823,1532,88,124,49,184
"Mujeres (005)",1042,225,5,376,213,72,62,11,78
"Ocupada (006)",7873,1074,15,4642,1537,151,161,54,239
"Hombres (007)",6988,869,10,4341,1377,83,102,43,163
"Mujeres (008)",885,205,5,301,160,68,59,11,76
"Desocupada (009)",935,107,,557,208,9,25,6,23
"Hombres (010)",778,87,,482,155,5,22,6,21
"Mujeres (011)",157,20,,75,53,4,3,,2
"No PEA (012)",19063,3746,556,11466,2915,139,105,27,109
"Hombres (013)",6183,525,256,3994,1241,66,37,13,51
"Mujeres (014)",12880,3221,300,7472,1674,73,68,14,58
,,,,,,,,,
"URBANA (018)",4256,598,61,2050,1029,114,162,41,201
"Hombres (019)",2051,139,22,1022,590,59,74,24,121
"Mujeres (020)",2205,459,39,1028,439,55,88,17,80
"PEA (021)",1357,139,,543,327,57,109,26,156
"Hombres (022)",1005,72,,434,277,40,63,16,103
"Mujeres (023)",352,67,,109,50,17,46,10,53
"Ocupada (024)",1164,118,,461,275,50,92,23,145
"Hombres (025)",848,58,,362,236,37,48,13,94
"Mujeres (026)",316,60,,99,39,13,44,10,51
"Desocupada (027)",193,21,,82,52,7,17,3,11
"Hombres (028)",157,14,,72,41,3,15,3,9
"Mujeres (029)",36,7,,10,11,4,2,,2
"No PEA (030)",2899,459,61,1507,702,57,53,15,45
"Hombres (031)",1046,67,22,588,313,19,11,8,18
"Mujeres (032)",1853,392,39,919,389,38,42,7,27
,,,,,,,,,
"RURAL (036)",23615,4329,510,14615,3631,185,129,46,170
"Hombres (037)",11898,1342,244,7795,2183,95,87,38,114
"Mujeres (038)",11717,2987,266,6820,1448,90,42,8,56
"PEA (039)",7451,1042,15,4656,1418,103,77,34,106
"Hombres (040)",6761,884,10,4389,1255,48,61,33,81
"Mujeres (041)",690,158,5,267,163,55,16,1,25
"Ocupada (042)",6709,956,15,4181,1262,101,69,31,94
"Hombres (043)",6140,811,10,3979,1141,46,54,30,69
"Mujeres (044)",569,145,5,202,121,55,15,1,25
"Desocupada (045)",742,86,,475,156,2,8,3,12
"Hombres (046)",621,73,,410,114,2,7,3,12
"Mujeres (047)",121,13,,65,42,,1,,
"No PEA (048)",16164,3287,495,9959,2213,82,52,12,64
"Hombres (049)",5137,458,234,3406,928,47,26,5,33
"Mujeres (050)",11027,2829,261,6553,1285,35,26,7,31
