"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LAURICOCHA",,,,,,,,
"Hogares (001)",7914,5301,805,272,7,61,70,2456
"Ocupantes presentes (002)",34003,23896,3456,1179,18,257,282,9495
"Casa independiente",,,,,,,,
"Hogares (004)",7109,4744,786,266,6,60,70,2211
"Ocupantes presentes (005)",30361,21316,3374,1154,14,254,282,8442
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",9,6,3,1,,,,2
"Ocupantes presentes (014)",17,9,4,2,,,,6
"Choza o cabaña",,,,,,,,
"Hogares (016)",783,544,13,5,1,1,,237
"Ocupantes presentes (017)",3570,2550,68,23,4,3,,1013
"Vivienda improvisada",,,,,,,,
"Hogares (019)",3,3,3,,,,,
"Ocupantes presentes (020)",10,10,10,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",8,2,,,,,,6
"Ocupantes presentes (023)",40,6,,,,,,34
"Otro tipo",,,,,,,,
"Hogares (025)",2,2,,,,,,
"Ocupantes presentes (026)",5,5,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2057,1324,635,193,5,50,65,599
"Ocupantes presentes (029)",7873,5371,2649,809,13,200,267,1971
"Casa independiente",,,,,,,,
"Hogares (031)",2043,1314,629,192,5,50,65,596
"Ocupantes presentes (032)",7839,5348,2635,807,13,200,267,1962
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",9,6,3,1,,,,2
"Ocupantes presentes (041)",17,9,4,2,,,,6
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",3,3,3,,,,,
"Ocupantes presentes (047)",10,10,10,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",1,,,,,,,1
"Ocupantes presentes (050)",3,,,,,,,3
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5857,3977,170,79,2,11,5,1857
"Ocupantes presentes (056)",26130,18525,807,370,5,57,15,7524
"Casa independiente",,,,,,,,
"Hogares (058)",5066,3430,157,74,1,10,5,1615
"Ocupantes presentes (059)",22522,15968,739,347,1,54,15,6480
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",783,544,13,5,1,1,,237
"Ocupantes presentes (071)",3570,2550,68,23,4,3,,1013
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",7,2,,,,,,5
"Ocupantes presentes (077)",37,6,,,,,,31
"Otro tipo",,,,,,,,
"Hogares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
