"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia PAUCAR DEL SARA SARA",,,,,,,,
"Hogares (001)",3264,2380,1321,348,25,126,141,713
"Ocupantes presentes (002)",10758,8450,5125,1330,94,488,577,1686
"Casa independiente",,,,,,,,
"Hogares (004)",2980,2189,1247,326,25,121,129,631
"Ocupantes presentes (005)",9851,7804,4868,1259,94,473,546,1460
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",10,7,3,,,,,3
"Ocupantes presentes (011)",37,26,12,,,,,11
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",113,89,53,19,,5,11,15
"Ocupantes presentes (014)",298,245,169,54,,15,29,27
"Choza o cabaña",,,,,,,,
"Hogares (016)",157,91,17,2,,,,64
"Ocupantes presentes (017)",562,365,71,12,,,,188
"Vivienda improvisada",,,,,,,,
"Hogares (019)",1,1,1,1,,,,
"Ocupantes presentes (020)",5,5,5,5,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",3,3,,,,,1,
"Ocupantes presentes (023)",5,5,,,,,2,
"Otro tipo",,,,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2192,1672,1106,316,25,121,136,376
"Ocupantes presentes (029)",7318,5945,4302,1192,94,472,554,853
"Casa independiente",,,,,,,,
"Hogares (031)",2066,1573,1049,296,25,116,124,358
"Ocupantes presentes (032)",6974,5665,4116,1133,94,457,523,815
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",10,7,3,,,,,3
"Ocupantes presentes (038)",37,26,12,,,,,11
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",113,89,53,19,,5,11,15
"Ocupantes presentes (041)",298,245,169,54,,15,29,27
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",1,1,1,1,,,,
"Ocupantes presentes (047)",5,5,5,5,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",2,2,,,,,1,
"Ocupantes presentes (050)",4,4,,,,,2,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",1072,708,215,32,,5,5,337
"Ocupantes presentes (056)",3440,2505,823,138,,16,23,833
"Casa independiente",,,,,,,,
"Hogares (058)",914,616,198,30,,5,5,273
"Ocupantes presentes (059)",2877,2139,752,126,,16,23,645
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",157,91,17,2,,,,64
"Ocupantes presentes (071)",562,365,71,12,,,,188
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,
"Otro tipo",,,,,,,,
