"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CHICLAYO",,,,,,,,,
"Hogares (001)",175953,8993,3193,1910,1347,809,533,584,158584
"Ocupantes presentes (002)",750284,37733,12289,6851,5340,3631,2561,3400,678479
"Casa independiente",,,,,,,,,
"Hogares (004)",164084,8400,3012,1786,1259,774,501,551,147801
"Ocupantes presentes (005)",709592,35719,11763,6466,5030,3472,2445,3249,641448
"Departamento en edificio",,,,,,,,,
"Hogares (007)",7056,371,115,74,55,15,18,22,6386
"Ocupantes presentes (008)",23824,1219,317,220,190,65,70,85,21658
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1897,99,31,24,17,7,10,5,1704
"Ocupantes presentes (011)",6659,404,99,73,65,36,38,26,5918
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",2136,93,28,22,12,11,4,3,1963
"Ocupantes presentes (014)",7395,303,89,80,41,46,8,30,6798
"Choza o cabaña",,,,,,,,,
"Hogares (016)",245,2,1,,,2,,,240
"Ocupantes presentes (017)",1029,4,4,,,12,,,1009
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",265,15,3,1,1,,,2,243
"Ocupantes presentes (020)",931,44,7,3,4,,,8,865
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",245,12,2,3,3,,,1,224
"Ocupantes presentes (023)",770,39,8,9,10,,,2,702
"Otro tipo",,,,,,,,,
"Hogares (025)",25,1,1,,,,,,23
"Ocupantes presentes (026)",84,1,2,,,,,,81
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",164543,8776,3129,1864,1313,796,523,578,147564
"Ocupantes presentes (029)",701171,36882,12070,6680,5201,3567,2517,3368,630886
"Casa independiente",,,,,,,,,
"Hogares (031)",152961,8185,2949,1740,1225,763,491,545,137063
"Ocupantes presentes (032)",661708,34872,11548,6295,4891,3420,2401,3217,595064
"Departamento en edificio",,,,,,,,,
"Hogares (034)",7056,371,115,74,55,15,18,22,6386
"Ocupantes presentes (035)",23824,1219,317,220,190,65,70,85,21658
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1897,99,31,24,17,7,10,5,1704
"Ocupantes presentes (038)",6659,404,99,73,65,36,38,26,5918
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",2136,93,28,22,12,11,4,3,1963
"Ocupantes presentes (041)",7395,303,89,80,41,46,8,30,6798
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",265,15,3,1,1,,,2,243
"Ocupantes presentes (047)",931,44,7,3,4,,,8,865
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",206,12,2,3,3,,,1,185
"Ocupantes presentes (050)",577,39,8,9,10,,,2,509
"Otro tipo",,,,,,,,,
"Hogares (052)",22,1,1,,,,,,20
"Ocupantes presentes (053)",77,1,2,,,,,,74
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",11410,217,64,46,34,13,10,6,11020
"Ocupantes presentes (056)",49113,851,219,171,139,64,44,32,47593
"Casa independiente",,,,,,,,,
"Hogares (058)",11123,215,63,46,34,11,10,6,10738
"Ocupantes presentes (059)",47884,847,215,171,139,52,44,32,46384
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",245,2,1,,,2,,,240
"Ocupantes presentes (071)",1029,4,4,,,12,,,1009
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",39,,,,,,,,39
"Ocupantes presentes (077)",193,,,,,,,,193
"Otro tipo",,,,,,,,,
"Hogares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",7,,,,,,,,7
