"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia SAN MIGUEL (000)",27,25,2
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",4,4,
"Casa pensión (003)",3,3,
"Hospital, clinica (004)",3,2,1
"Cárcel, centro de readaptación social (005)",1,1,
"Otro (008)",13,12,1
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",3,3,
