"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",15878,346,5022,5175,3995,1340
"Empleado (001)",1183,6,366,477,318,16
"Obrero (002)",2276,52,910,732,489,93
"Trabajador independiente (003)",9273,9,2030,3337,2784,1113
"Empleador o patrono (004)",265,,41,112,78,34
"Trabajador familiar no remunerado (005)",2698,276,1583,469,292,78
"Trabajador del hogar (006)",183,3,92,48,34,6
"Hombres (008)",12941,251,4020,4178,3307,1185
"Empleado (009)",709,3,186,282,225,13
"Obrero (010)",2095,44,832,684,446,89
"Trabajador independiente (011)",8072,6,1739,2879,2440,1008
"Empleador o patrono (012)",234,,39,98,69,28
"Trabajador familiar no remunerado (013)",1807,198,1216,226,121,46
"Trabajador del hogar (014)",24,,8,9,6,1
"Mujeres (016)",2937,95,1002,997,688,155
"Empleado (017)",474,3,180,195,93,3
"Obrero (018)",181,8,78,48,43,4
"Trabajador independiente (019)",1201,3,291,458,344,105
"Empleador o patrono (020)",31,,2,14,9,6
"Trabajador familiar no remunerado (021)",891,78,367,243,171,32
"Trabajador del hogar (022)",159,3,84,39,28,5
,,,,,,
"URBANA (024)",5083,53,1396,1868,1441,325
"Empleado (025)",928,6,271,387,253,11
"Obrero (026)",800,14,277,272,203,34
"Trabajador independiente (027)",2689,9,572,1025,837,246
"Empleador o patrono (028)",95,,10,44,31,10
"Trabajador familiar no remunerado (029)",477,22,226,112,96,21
"Trabajador del hogar (030)",94,2,40,28,21,3
"Hombres (032)",3683,36,989,1319,1074,265
"Empleado (033)",556,3,136,229,178,10
"Obrero (034)",746,13,259,256,187,31
"Trabajador independiente (035)",2004,6,418,742,638,200
"Empleador o patrono (036)",77,,8,35,25,9
"Trabajador familiar no remunerado (037)",288,14,163,54,42,15
"Trabajador del hogar (038)",12,,5,3,4,
"Mujeres (040)",1400,17,407,549,367,60
"Empleado (041)",372,3,135,158,75,1
"Obrero (042)",54,1,18,16,16,3
"Trabajador independiente (043)",685,3,154,283,199,46
"Empleador o patrono (044)",18,,2,9,6,1
"Trabajador familiar no remunerado (045)",189,8,63,58,54,6
"Trabajador del hogar (046)",82,2,35,25,17,3
,,,,,,
"RURAL (048)",10795,293,3626,3307,2554,1015
"Empleado (049)",255,,95,90,65,5
"Obrero (050)",1476,38,633,460,286,59
"Trabajador independiente (051)",6584,,1458,2312,1947,867
"Empleador o patrono (052)",170,,31,68,47,24
"Trabajador familiar no remunerado (053)",2221,254,1357,357,196,57
"Trabajador del hogar (054)",89,1,52,20,13,3
"Hombres (056)",9258,215,3031,2859,2233,920
"Empleado (057)",153,,50,53,47,3
"Obrero (058)",1349,31,573,428,259,58
"Trabajador independiente (059)",6068,,1321,2137,1802,808
"Empleador o patrono (060)",157,,31,63,44,19
"Trabajador familiar no remunerado (061)",1519,184,1053,172,79,31
"Trabajador del hogar (062)",12,,3,6,2,1
"Mujeres (064)",1537,78,595,448,321,95
"Empleado (065)",102,,45,37,18,2
"Obrero (066)",127,7,60,32,27,1
"Trabajador independiente (067)",516,,137,175,145,59
"Empleador o patrono (068)",13,,,5,3,5
"Trabajador familiar no remunerado (069)",702,70,304,185,117,26
"Trabajador del hogar (070)",77,1,49,14,11,2
