"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia OXAPAMPA (000)",562,138,424
"Sin nivel (001)",12,3,9
"Educación inicial (002)",2,,2
"Primaria (003)",175,42,133
"Secundaria (004)",263,70,193
"Superior no univ. incompleta (005)",24,5,19
"Superior no univ. completa (006)",32,3,29
"Superior univ. incompleta (007)",16,5,11
"Superior univ. completa (008)",38,10,28
"De 14 a 29 años (010)",339,118,221
"Sin nivel (011)",4,1,3
"Educación inicial (012)",1,,1
"Primaria (013)",83,33,50
"Secundaria (014)",182,63,119
"Superior no univ. incompleta (015)",20,4,16
"Superior no univ. completa (016)",18,2,16
"Superior univ. incompleta (017)",13,5,8
"Superior univ. completa (018)",18,10,8
"De 30 a 44 años (020)",139,18,121
"Sin nivel (021)",4,2,2
"Educación inicial (022)",1,,1
"Primaria (023)",44,7,37
"Secundaria (024)",63,7,56
"Superior no univ. incompleta (025)",3,1,2
"Superior no univ. completa (026)",10,1,9
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",13,,13
"De 45 a 64 años (030)",66,2,64
"Sin nivel (031)",3,,3
"Primaria (033)",36,2,34
"Secundaria (034)",14,,14
"Superior no univ. incompleta (035)",1,,1
"Superior no univ. completa (036)",4,,4
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",18,,18
"Sin nivel (041)",1,,1
"Primaria (043)",12,,12
"Secundaria (044)",4,,4
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",314,56,258
"Sin nivel (051)",5,,5
"Educación inicial (052)",2,,2
"Primaria (053)",71,6,65
"Secundaria (054)",148,34,114
"Superior no univ. incompleta (055)",17,3,14
"Superior no univ. completa (056)",28,2,26
"Superior univ. incompleta (057)",13,4,9
"Superior univ. completa (058)",30,7,23
"De 14 a 29 años (060)",175,52,123
"Sin nivel (061)",2,,2
"Educación inicial (062)",1,,1
"Primaria (063)",26,6,20
"Secundaria (064)",96,31,65
"Superior no univ. incompleta (065)",14,3,11
"Superior no univ. completa (066)",14,1,13
"Superior univ. incompleta (067)",10,4,6
"Superior univ. completa (068)",12,7,5
"De 30 a 44 años (070)",88,4,84
"Sin nivel (071)",1,,1
"Educación inicial (072)",1,,1
"Primaria (073)",20,,20
"Secundaria (074)",41,3,38
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",10,1,9
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",12,,12
"De 45 a 64 años (080)",43,,43
"Sin nivel (081)",2,,2
"Primaria (083)",19,,19
"Secundaria (084)",9,,9
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",4,,4
"Superior univ. incompleta (087)",2,,2
"Superior univ. completa (088)",6,,6
"De 65 y más años (090)",8,,8
"Primaria (093)",6,,6
"Secundaria (094)",2,,2
,,,
"AREA RURAL (100)",248,82,166
"Sin nivel (101)",7,3,4
"Primaria (103)",104,36,68
"Secundaria (104)",115,36,79
"Superior no univ. incompleta (105)",7,2,5
"Superior no univ. completa (106)",4,1,3
"Superior univ. incompleta (107)",3,1,2
"Superior univ. completa (108)",8,3,5
"De 14 a 29 años (110)",164,66,98
"Sin nivel (111)",2,1,1
"Primaria (113)",57,27,30
"Secundaria (114)",86,32,54
"Superior no univ. incompleta (115)",6,1,5
"Superior no univ. completa (116)",4,1,3
"Superior univ. incompleta (117)",3,1,2
"Superior univ. completa (118)",6,3,3
"De 30 a 44 años (120)",51,14,37
"Sin nivel (121)",3,2,1
"Primaria (123)",24,7,17
"Secundaria (124)",22,4,18
"Superior no univ. incompleta (125)",1,1,
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",23,2,21
"Sin nivel (131)",1,,1
"Primaria (133)",17,2,15
"Secundaria (134)",5,,5
"De 65 y más años (140)",10,,10
"Sin nivel (141)",1,,1
"Primaria (143)",6,,6
"Secundaria (144)",2,,2
"Superior univ. completa (148)",1,,1
