"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TRUJILLO (000)",334868,315498,106391,53504,52724,37432,37622,16126,7444,4255,19370,649006
"De 12 a 14 años (001)",24444,24308,24191,96,21,,,,,,136,138
"De 15 a 19 años (002)",43652,43001,39197,3395,332,60,17,,,,651,4307
"De 20 a 24 años (003)",41937,35948,20124,11495,3526,633,133,37,,,5989,21244
"De 25 a 29 años (004)",36958,31621,8628,11877,7796,2492,767,47,14,,5337,38543
"De 30 a 34 años (005)",32901,30334,4415,8799,9754,4845,2254,228,24,15,2567,54174
"De 35 a 39 años (006)",29190,27793,2538,5319,8914,6144,4072,689,97,20,1397,64407
"De 40 a 44 años (007)",26398,25466,1800,3629,7226,5940,5180,1333,289,69,932,69987
"De 45 a 49 años (008)",22716,22055,1344,2698,5193,5069,5218,1840,545,148,661,68967
"De 50 y más años (009)",76672,74972,4154,6196,9962,12249,19981,11952,6475,4003,1700,327239
"PEA (010)",123621,112850,33191,24336,22278,14447,12345,4037,1536,680,10771,212037
"De 12 a 14 años (011)",907,898,886,10,2,,,,,,9,14
"De 15 a 19 años (012)",9529,9375,8540,749,60,20,6,,,,154,953
"De 20 a 24 años (013)",17058,14120,9152,3823,944,146,40,15,,,2938,6417
"De 25 a 29 años (014)",18616,15102,5983,5468,2659,715,247,25,5,,3514,14161
"De 30 a 34 años (015)",16841,15014,3287,4909,4114,1795,817,79,7,6,1827,22593
"De 35 a 39 años (016)",15064,14147,1854,3225,4315,2672,1756,284,32,9,917,29532
"De 40 a 44 años (017)",13846,13280,1171,2277,3900,2928,2302,555,121,26,566,33635
"De 45 a 49 años (018)",11412,11060,860,1651,2841,2476,2250,729,194,59,352,31479
