"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CARAVELI (000)",11831,29304,27330,,539,93.3,1.8
"De 12 a 14 años (001)",1049,6,5,,,83.3,
"De 15 a 19 años (002)",1412,238,230,63,96.6,26.5,
"De 20 a 24 años (003)",1529,1298,1277,163,98.4,12.6,
"De 25 a 29 años (004)",1398,2114,2073,124,98.1,5.9,
"De 30 a 34 años (005)",1311,2784,2730,103,98.1,3.7,
"De 35 a 39 años (006)",1159,3355,3237,58,96.5,1.7,
"De 40 a 44 años (007)",915,3296,3150,26,95.6,0.8,
"De 45 a 49 años (008)",715,3054,2894,2,94.8,0.1,
"De 50 y más años (009)",2343,13159,11734,,89.2,,
"PEA (010)",4187,10173,9647,150,94.8,1.5,
"De 12 a 14 años (011)",31,2,2,,100,,
"De 15 a 19 años (012)",341,78,75,16,96.2,20.5,
"De 20 a 24 años (013)",591,392,379,42,96.7,10.7,
"De 25 a 29 años (014)",561,715,709,27,99.2,3.8,
"De 30 a 34 años (015)",590,1056,1036,37,98.1,3.5,
"De 35 a 39 años (016)",555,1468,1418,19,96.6,1.3,
"De 40 a 44 años (017)",462,1559,1498,8,96.1,0.5,
"De 45 a 49 años (018)",362,1427,1361,1,95.4,0.1,
"De 50 y más años (019)",694,3476,3169,,91.2,,
"Ocupada (020)",4073,9964,9455,145,94.9,1.5,
"De 12 a 14 años (021)",31,2,2,,100,,
"De 15 a 19 años (022)",313,71,68,16,95.8,22.5,
"De 20 a 24 años (023)",569,375,363,38,96.8,10.1,
"De 25 a 29 años (024)",541,687,682,26,99.3,3.8,
"De 30 a 34 años (025)",581,1038,1020,37,98.3,3.6,
"De 35 a 39 años (026)",539,1421,1371,19,96.5,1.3,
"De 40 a 44 años (027)",455,1536,1475,8,96,0.5,
"De 45 a 49 años (028)",360,1414,1350,1,95.5,0.1,
"De 50 y más años (029)",684,3420,3124,,91.3,,
"Desocupada (030)",114,209,192,5,91.9,2.4,
"De 15 a 19 años (032)",28,7,7,,100,,
"De 20 a 24 años (033)",22,17,16,4,94.1,23.5,
"De 25 a 29 años (034)",20,28,27,1,96.4,3.6,
"De 30 a 34 años (035)",9,18,16,,88.9,,
"De 35 a 39 años (036)",16,47,47,,100,,
"De 40 a 44 años (037)",7,23,23,,100,,
