"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAYACAJA (000)",30831,707,9788,10199,7741,2396
"Empleado (001)",2263,19,752,1020,453,19
"Obrero (002)",7366,102,2440,2390,1886,548
"Trabajador independiente (003)",14164,90,3732,4906,4009,1427
"Empleador o patrono (004)",533,,113,180,187,53
"Trabajador familiar no remunerado (005)",6264,484,2629,1643,1171,337
"Trabajador del hogar (006)",241,12,122,60,35,12
"Hombres (008)",21687,414,6729,7162,5579,1803
"Empleado (009)",1350,9,399,596,333,13
"Obrero (010)",5679,55,1864,1846,1475,439
"Trabajador independiente (011)",11061,63,2831,3897,3144,1126
"Empleador o patrono (012)",440,,87,154,160,39
"Trabajador familiar no remunerado (013)",3132,282,1539,663,466,182
"Trabajador del hogar (014)",25,5,9,6,1,4
"Mujeres (016)",9144,293,3059,3037,2162,593
"Empleado (017)",913,10,353,424,120,6
"Obrero (018)",1687,47,576,544,411,109
"Trabajador independiente (019)",3103,27,901,1009,865,301
"Empleador o patrono (020)",93,,26,26,27,14
"Trabajador familiar no remunerado (021)",3132,202,1090,980,705,155
"Trabajador del hogar (022)",216,7,113,54,34,8
,,,,,,
"URBANA (024)",8593,265,2495,3123,2115,595
"Empleado (025)",1588,19,493,711,352,13
"Obrero (026)",1686,41,523,570,442,110
"Trabajador independiente (027)",3816,45,939,1418,1036,378
"Empleador o patrono (028)",175,,35,55,61,24
"Trabajador familiar no remunerado (029)",1174,150,437,325,200,62
"Trabajador del hogar (030)",154,10,68,44,24,8
"Hombres (032)",5299,144,1498,1912,1361,384
"Empleado (033)",960,9,263,423,255,10
"Obrero (034)",1142,20,362,387,302,71
"Trabajador independiente (035)",2578,29,606,965,707,271
"Empleador o patrono (036)",127,,25,41,46,15
"Trabajador familiar no remunerado (037)",474,82,235,91,51,15
"Trabajador del hogar (038)",18,4,7,5,,2
"Mujeres (040)",3294,121,997,1211,754,211
"Empleado (041)",628,10,230,288,97,3
"Obrero (042)",544,21,161,183,140,39
"Trabajador independiente (043)",1238,16,333,453,329,107
"Empleador o patrono (044)",48,,10,14,15,9
"Trabajador familiar no remunerado (045)",700,68,202,234,149,47
"Trabajador del hogar (046)",136,6,61,39,24,6
,,,,,,
"RURAL (048)",22238,442,7293,7076,5626,1801
"Empleado (049)",675,,259,309,101,6
"Obrero (050)",5680,61,1917,1820,1444,438
"Trabajador independiente (051)",10348,45,2793,3488,2973,1049
"Empleador o patrono (052)",358,,78,125,126,29
"Trabajador familiar no remunerado (053)",5090,334,2192,1318,971,275
"Trabajador del hogar (054)",87,2,54,16,11,4
"Hombres (056)",16388,270,5231,5250,4218,1419
"Empleado (057)",390,,136,173,78,3
"Obrero (058)",4537,35,1502,1459,1173,368
"Trabajador independiente (059)",8483,34,2225,2932,2437,855
"Empleador o patrono (060)",313,,62,113,114,24
"Trabajador familiar no remunerado (061)",2658,200,1304,572,415,167
"Trabajador del hogar (062)",7,1,2,1,1,2
"Mujeres (064)",5850,172,2062,1826,1408,382
"Empleado (065)",285,,123,136,23,3
"Obrero (066)",1143,26,415,361,271,70
"Trabajador independiente (067)",1865,11,568,556,536,194
"Empleador o patrono (068)",45,,16,12,12,5
"Trabajador familiar no remunerado (069)",2432,134,888,746,556,108
"Trabajador del hogar (070)",80,1,52,15,10,2
