"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TAYACAJA (000)",30831,4404,51,13655,10033,521,752,309,1106
"Empleado (001)",2263,21,,124,482,167,441,141,887
"Obrero (002)",7366,1217,10,3631,2306,69,62,32,39
"Trabajador independiente (003)",14164,2013,18,6489,4960,224,205,105,150
"Empleador o patrono (004)",533,52,,251,186,7,7,12,18
"Trabajador familiar no remunerado (005)",6264,1060,23,3058,2008,51,33,19,12
"Trabajador del hogar (006)",241,41,,102,91,3,4,,
"Hombres (008)",21687,2229,29,9592,8122,361,470,234,650
"Empleado (009)",1350,4,,57,348,102,250,100,489
"Obrero (010)",5679,724,4,2772,2004,59,55,28,33
"Trabajador independiente (011)",11061,1190,10,5188,4181,162,142,79,109
"Empleador o patrono (012)",440,28,,209,168,4,6,12,13
"Trabajador familiar no remunerado (013)",3132,279,15,1357,1411,33,16,15,6
"Trabajador del hogar (014)",25,4,,9,10,1,1,,
"Mujeres (016)",9144,2175,22,4063,1911,160,282,75,456
"Empleado (017)",913,17,,67,134,65,191,41,398
"Obrero (018)",1687,493,6,859,302,10,7,4,6
"Trabajador independiente (019)",3103,823,8,1301,779,62,63,26,41
"Empleador o patrono (020)",93,24,,42,18,3,1,,5
"Trabajador familiar no remunerado (021)",3132,781,8,1701,597,18,17,4,6
"Trabajador del hogar (022)",216,37,,93,81,2,3,,
,,,,,,,,,
"URBANA (024)",8593,750,13,2826,3186,302,516,226,774
"Empleado (025)",1588,14,,77,326,117,313,118,623
"Obrero (026)",1686,192,4,701,678,33,29,19,30
"Trabajador independiente (027)",3816,356,6,1398,1605,123,147,73,108
"Empleador o patrono (028)",175,16,,65,67,4,5,9,9
"Trabajador familiar no remunerado (029)",1174,147,3,518,453,23,19,7,4
"Trabajador del hogar (030)",154,25,,67,57,2,3,,
"Hombres (032)",5299,239,6,1628,2313,186,304,169,454
"Empleado (033)",960,4,,39,235,70,177,89,346
"Obrero (034)",1142,76,3,421,556,23,23,15,25
"Trabajador independiente (035)",2578,138,2,934,1204,78,93,51,78
"Empleador o patrono (036)",127,3,,47,56,3,4,9,5
"Trabajador familiar no remunerado (037)",474,16,1,181,254,11,6,5,
"Trabajador del hogar (038)",18,2,,6,8,1,1,,
"Mujeres (040)",3294,511,7,1198,873,116,212,57,320
"Empleado (041)",628,10,,38,91,47,136,29,277
"Obrero (042)",544,116,1,280,122,10,6,4,5
"Trabajador independiente (043)",1238,218,4,464,401,45,54,22,30
"Empleador o patrono (044)",48,13,,18,11,1,1,,4
"Trabajador familiar no remunerado (045)",700,131,2,337,199,12,13,2,4
"Trabajador del hogar (046)",136,23,,61,49,1,2,,
,,,,,,,,,
"RURAL (048)",22238,3654,38,10829,6847,219,236,83,332
"Empleado (049)",675,7,,47,156,50,128,23,264
"Obrero (050)",5680,1025,6,2930,1628,36,33,13,9
"Trabajador independiente (051)",10348,1657,12,5091,3355,101,58,32,42
"Empleador o patrono (052)",358,36,,186,119,3,2,3,9
"Trabajador familiar no remunerado (053)",5090,913,20,2540,1555,28,14,12,8
"Trabajador del hogar (054)",87,16,,35,34,1,1,,
"Hombres (056)",16388,1990,23,7964,5809,175,166,65,196
"Empleado (057)",390,,,18,113,32,73,11,143
"Obrero (058)",4537,648,1,2351,1448,36,32,13,8
"Trabajador independiente (059)",8483,1052,8,4254,2977,84,49,28,31
"Empleador o patrono (060)",313,25,,162,112,1,2,3,8
"Trabajador familiar no remunerado (061)",2658,263,14,1176,1157,22,10,10,6
"Trabajador del hogar (062)",7,2,,3,2,,,,
"Mujeres (064)",5850,1664,15,2865,1038,44,70,18,136
"Empleado (065)",285,7,,29,43,18,55,12,121
"Obrero (066)",1143,377,5,579,180,,1,,1
"Trabajador independiente (067)",1865,605,4,837,378,17,9,4,11
"Empleador o patrono (068)",45,11,,24,7,2,,,1
"Trabajador familiar no remunerado (069)",2432,650,6,1364,398,6,4,2,2
"Trabajador del hogar (070)",80,14,,32,32,1,1,,
