"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CAÑETE (000)",188293,30919,41553,8619,107632
"Quechua (001)",2433,226,550,103,1560
"Aymara (002)",41,10,10,3,20
"Asháninka (003)",22,6,7,3,6
"Otra lengua nativa (004)",453,59,70,19,308
"Castellano (005)",184893,30566,40822,8466,105457
"Idioma Extranjero (006)",10,,1,3,7
"Es Sordomudo/a (007)",441,52,93,22,274
"Hombres (009)",94316,14036,21255,5084,54218
"Quechua (010)",1163,91,292,62,721
"Aymara (011)",11,4,1,2,5
"Asháninka (012)",6,3,2,1,
"Otra lengua nativa (013)",282,22,50,15,197
"Castellano (014)",92555,13893,20843,4985,53104
"Idioma Extranjero (015)",5,,1,2,3
"Es Sordomudo/a (016)",294,23,66,17,188
"Mujeres (018)",93977,16883,20298,3535,53414
"Quechua (019)",1270,135,258,41,839
"Aymara (020)",30,6,9,1,15
"Asháninka (021)",16,3,5,2,6
"Otra lengua nativa (022)",171,37,20,4,111
"Castellano (023)",92338,16673,19979,3481,52353
"Idioma Extranjero (024)",5,,,1,4
"Es Sordomudo/a (025)",147,29,27,5,86
,,,,,
"URBANA (027)",158125,26328,35956,7612,88592
"Quechua (028)",1905,194,436,88,1192
"Aymara (029)",41,10,10,3,20
"Asháninka (030)",18,5,6,2,5
"Otra lengua nativa (031)",441,59,68,19,298
"Castellano (032)",155354,26019,35359,7478,86850
"Idioma Extranjero (033)",8,,1,2,6
"Es Sordomudo/a (034)",358,41,76,20,221
"Hombres (036)",78545,11902,18055,4410,44410
"Quechua (037)",907,85,233,51,541
"Aymara (038)",11,4,1,2,5
"Asháninka (039)",6,3,2,1,
"Otra lengua nativa (040)",281,22,50,15,196
"Castellano (041)",77103,11771,17715,4325,43517
"Idioma Extranjero (042)",3,,1,1,2
"Es Sordomudo/a (043)",234,17,53,15,149
"Mujeres (045)",79580,14426,17901,3202,44182
"Quechua (046)",998,109,203,37,651
"Aymara (047)",30,6,9,1,15
"Asháninka (048)",12,2,4,1,5
"Otra lengua nativa (049)",160,37,18,4,102
"Castellano (050)",78251,14248,17644,3153,43333
"Idioma Extranjero (051)",5,,,1,4
"Es Sordomudo/a (052)",124,24,23,5,72
,,,,,
"RURAL (054)",30168,4591,5597,1007,19040
"Quechua (055)",528,32,114,15,368
"Asháninka (057)",4,1,1,1,1
"Otra lengua nativa (058)",12,,2,,10
"Castellano (059)",29539,4547,5463,988,18607
"Idioma Extranjero (060)",2,,,1,1
"Es Sordomudo/a (061)",83,11,17,2,53
"Hombres (063)",15771,2134,3200,674,9808
"Quechua (064)",256,6,59,11,180
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",15452,2122,3128,660,9587
"Idioma Extranjero (069)",2,,,1,1
"Es Sordomudo/a (070)",60,6,13,2,39
"Mujeres (072)",14397,2457,2397,333,9232
"Quechua (073)",272,26,55,4,188
"Asháninka (075)",4,1,1,1,1
"Otra lengua nativa (076)",11,,2,,9
"Castellano (077)",14087,2425,2335,328,9020
"Es Sordomudo/a (079)",23,5,4,,14
