"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LA MAR (000)",1225,427,798
"De 14 a 29 años (001)",642,262,380
"De 30 a 44 años (002)",374,130,244
"De 45 a 64 años (003)",168,35,133
"De 65 y más años (004)",41,,41
"Hombres (005)",884,294,590
"De 14 a 29 años (006)",444,177,267
"De 30 a 44 años (007)",278,91,187
"De 45 a 64 años (008)",130,26,104
"De 65 y más años (009)",32,,32
"Mujeres (010)",341,133,208
"De 14 a 29 años (011)",198,85,113
"De 30 a 44 años (012)",96,39,57
"De 45 a 64 años (013)",38,9,29
"De 65 y más años (014)",9,,9
,,,
"AREA URBANA (015)",731,254,477
"De 14 a 29 años (016)",375,141,234
"De 30 a 44 años (017)",235,87,148
"De 45 a 64 años (018)",102,26,76
"De 65 y más años (019)",19,,19
"Hombres (020)",492,170,322
"De 14 a 29 años (021)",245,93,152
"De 30 a 44 años (022)",161,59,102
"De 45 a 64 años (023)",74,18,56
"De 65 y más años (024)",12,,12
"Mujeres (025)",239,84,155
"De 14 a 29 años (026)",130,48,82
"De 30 a 44 años (027)",74,28,46
"De 45 a 64 años (028)",28,8,20
"De 65 y más años (029)",7,,7
,,,
"AREA RURAL (030)",494,173,321
"De 14 a 29 años (031)",267,121,146
"De 30 a 44 años (032)",139,43,96
"De 45 a 64 años (033)",66,9,57
"De 65 y más años (034)",22,,22
"Hombres (035)",392,124,268
"De 14 a 29 años (036)",199,84,115
"De 30 a 44 años (037)",117,32,85
"De 45 a 64 años (038)",56,8,48
"De 65 y más años (039)",20,,20
"Mujeres (040)",102,49,53
"De 14 a 29 años (041)",68,37,31
"De 30 a 44 años (042)",22,11,11
"De 45 a 64 años (043)",10,1,9
"De 65 y más años (044)",2,,2
