"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SANCHEZ CARRION",,,,,,,,,
"Hogares (001)",30422,362,175,147,145,102,88,99,29304
"Ocupantes presentes (002)",135592,1415,605,500,561,513,450,714,130834
"Casa independiente",,,,,,,,,
"Hogares (004)",29362,356,170,141,136,96,88,94,28281
"Ocupantes presentes (005)",130998,1392,583,481,529,484,450,682,126397
"Departamento en edificio",,,,,,,,,
"Hogares (007)",15,,1,1,,1,,,12
"Ocupantes presentes (008)",60,,7,3,,5,,,45
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",52,,,,2,1,,,49
"Ocupantes presentes (011)",190,,,,6,4,,,180
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",110,4,2,1,4,,,1,98
"Ocupantes presentes (014)",418,15,3,3,16,,,7,374
"Choza o cabaña",,,,,,,,,
"Hogares (016)",870,2,2,4,2,3,,4,853
"Ocupantes presentes (017)",3884,8,12,13,9,15,,25,3802
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",4,,,,,1,,,3
"Ocupantes presentes (020)",18,,,,,5,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",9,,,,1,,,,8
"Ocupantes presentes (023)",24,,,,1,,,,23
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",8230,203,100,92,83,51,35,47,7619
"Ocupantes presentes (029)",35959,792,349,319,317,262,170,315,33435
"Casa independiente",,,,,,,,,
"Hogares (031)",8044,199,97,90,77,48,35,46,7452
"Ocupantes presentes (032)",35254,777,339,313,295,248,170,308,32804
"Departamento en edificio",,,,,,,,,
"Hogares (034)",15,,1,1,,1,,,12
"Ocupantes presentes (035)",60,,7,3,,5,,,45
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",52,,,,2,1,,,49
"Ocupantes presentes (038)",190,,,,6,4,,,180
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",110,4,2,1,4,,,1,98
"Ocupantes presentes (041)",418,15,3,3,16,,,7,374
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",4,,,,,1,,,3
"Ocupantes presentes (047)",18,,,,,5,,,13
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",19,,,,,,,,19
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",22192,159,75,55,62,51,53,52,21685
"Ocupantes presentes (056)",99633,623,256,181,244,251,280,399,97399
"Casa independiente",,,,,,,,,
"Hogares (058)",21318,157,73,51,59,48,53,48,20829
"Ocupantes presentes (059)",95744,615,244,168,234,236,280,374,93593
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",870,2,2,4,2,3,,4,853
"Ocupantes presentes (071)",3884,8,12,13,9,15,,25,3802
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,1,,,,3
"Ocupantes presentes (077)",5,,,,1,,,,4
"Otro tipo",,,,,,,,,
