"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TACNA (000)",249452,21509,46981,14049,167776
"Sin Nivel (001)",19178,3616,2667,729,12208
"Educación Inicial (002)",7293,1652,1549,326,3782
"Primaria (003)",56744,7215,8637,2355,38665
"Secundaria (004)",87474,6348,11540,4436,65310
"Sup. no Univ. Incompleta (005)",15583,740,2075,829,11967
"Sup. no Univ. Completa (006)",18907,724,5843,1833,10622
"Sup. Univ. Incompleta (007)",18564,560,3333,1351,13396
"Sup. Univ. Completa (008)",25709,654,11337,2190,11826
"Hombres (010)",123473,9858,22579,8404,83136
"Sin Nivel (011)",7556,1680,1207,345,4345
"Educación Inicial (012)",3716,879,784,162,1897
"Primaria (013)",25945,3460,4051,1218,17279
"Secundaria (014)",45901,2702,5932,2855,34522
"Sup. no Univ. Incompleta (015)",8242,326,1053,568,6315
"Sup. no Univ. Completa (016)",8919,245,2343,1172,5224
"Sup. Univ. Incompleta (017)",10109,247,1801,805,7307
"Sup. Univ. Completa (018)",13085,319,5408,1279,6247
"Mujeres (020)",125979,11651,24402,5645,84640
"Sin Nivel (021)",11622,1936,1460,384,7863
"Educación Inicial (022)",3577,773,765,164,1885
"Primaria (023)",30799,3755,4586,1137,21386
"Secundaria (024)",41573,3646,5608,1581,30788
"Sup. no Univ. Incompleta (025)",7341,414,1022,261,5652
"Sup. no Univ. Completa (026)",9988,479,3500,661,5398
"Sup. Univ. Incompleta (027)",8455,313,1532,546,6089
"Sup. Univ. Completa (028)",12624,335,5929,911,5579
,,,,,
"URBANA (030)",233402,19053,45683,13543,155978
"Sin Nivel (031)",17166,3122,2550,694,10842
"Educación Inicial (032)",6820,1473,1513,318,3532
"Primaria (033)",51902,6292,8286,2242,35207
"Secundaria (034)",81764,5650,11160,4212,60899
"Sup. no Univ. Incompleta (035)",14703,683,2026,791,11231
"Sup. no Univ. Completa (036)",18163,672,5713,1797,10095
"Sup. Univ. Incompleta (037)",17926,532,3276,1344,12850
"Sup. Univ. Completa (038)",24958,629,11159,2145,11322
"Hombres (040)",114589,8682,21847,8034,76526
"Sin Nivel (041)",6807,1480,1156,325,3867
"Educación Inicial (042)",3466,781,767,159,1765
"Primaria (043)",23416,2999,3873,1162,15445
"Secundaria (044)",42460,2373,5688,2664,31843
"Sup. no Univ. Incompleta (045)",7687,291,1022,533,5861
"Sup. no Univ. Completa (046)",8454,221,2273,1144,4880
"Sup. Univ. Incompleta (047)",9706,235,1763,801,6958
"Sup. Univ. Completa (048)",12593,302,5305,1246,5907
"Mujeres (050)",118813,10371,23836,5509,79452
"Sin Nivel (051)",10359,1642,1394,369,6975
"Educación Inicial (052)",3354,692,746,159,1767
"Primaria (053)",28486,3293,4413,1080,19762
"Secundaria (054)",39304,3277,5472,1548,29056
"Sup. no Univ. Incompleta (055)",7016,392,1004,258,5370
"Sup. no Univ. Completa (056)",9709,451,3440,653,5215
"Sup. Univ. Incompleta (057)",8220,297,1513,543,5892
"Sup. Univ. Completa (058)",12365,327,5854,899,5415
,,,,,
"RURAL (060)",16050,2456,1298,506,11798
"Sin Nivel (061)",2012,494,117,35,1366
"Educación Inicial (062)",473,179,36,8,250
"Primaria (063)",4842,923,351,113,3458
"Secundaria (064)",5710,698,380,224,4411
"Sup. no Univ. Incompleta (065)",880,57,49,38,736
"Sup. no Univ. Completa (066)",744,52,130,36,527
"Sup. Univ. Incompleta (067)",638,28,57,7,546
"Sup. Univ. Completa (068)",751,25,178,45,504
"Hombres (070)",8884,1176,732,370,6610
"Sin Nivel (071)",749,200,51,20,478
"Educación Inicial (072)",250,98,17,3,132
"Primaria (073)",2529,461,178,56,1834
"Secundaria (074)",3441,329,244,191,2679
"Sup. no Univ. Incompleta (075)",555,35,31,35,454
"Sup. no Univ. Completa (076)",465,24,70,28,344
"Sup. Univ. Incompleta (077)",403,12,38,4,349
"Sup. Univ. Completa (078)",492,17,103,33,340
"Mujeres (080)",7166,1280,566,136,5188
"Sin Nivel (081)",1263,294,66,15,888
"Educación Inicial (082)",223,81,19,5,118
"Primaria (083)",2313,462,173,57,1624
"Secundaria (084)",2269,369,136,33,1732
"Sup. no Univ. Incompleta (085)",325,22,18,3,282
"Sup. no Univ. Completa (086)",279,28,60,8,183
"Sup. Univ. Incompleta (087)",235,16,19,3,197
"Sup. Univ. Completa (088)",259,8,75,12,164
