"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",9430,310,718,658,804,2023,1806,2634,477
"Sabe leer y escribir (001)",8670,,570,652,798,2013,1786,2536,315
"No sabe leer y escribir (002)",760,310,148,6,6,10,20,98,162
"Hombres (004)",5699,163,370,329,526,1232,1097,1715,267
"Sabe leer y escribir (005)",5387,,302,328,523,1228,1091,1697,218
"No sabe leer y escribir (006)",312,163,68,1,3,4,6,18,49
"Mujeres (008)",3731,147,348,329,278,791,709,919,210
"Sabe leer y escribir (009)",3283,,268,324,275,785,695,839,97
"No sabe leer y escribir (010)",448,147,80,5,3,6,14,80,113
,,,,,,,,,
"URBANA (012)",5935,176,426,405,565,1326,1164,1684,189
"Sabe leer y escribir (013)",5555,,341,402,563,1319,1156,1642,132
"No sabe leer y escribir (014)",380,176,85,3,2,7,8,42,57
"Hombres (016)",3694,92,222,198,388,832,724,1134,104
"Sabe leer y escribir (017)",3530,,180,197,387,830,722,1124,90
"No sabe leer y escribir (018)",164,92,42,1,1,2,2,10,14
"Mujeres (020)",2241,84,204,207,177,494,440,550,85
"Sabe leer y escribir (021)",2025,,161,205,176,489,434,518,42
"No sabe leer y escribir (022)",216,84,43,2,1,5,6,32,43
,,,,,,,,,
"RURAL (024)",3495,134,292,253,239,697,642,950,288
"Sabe leer y escribir (025)",3115,,229,250,235,694,630,894,183
"No sabe leer y escribir (026)",380,134,63,3,4,3,12,56,105
"Hombres (028)",2005,71,148,131,138,400,373,581,163
"Sabe leer y escribir (029)",1857,,122,131,136,398,369,573,128
"No sabe leer y escribir (030)",148,71,26,,2,2,4,8,35
"Mujeres (032)",1490,63,144,122,101,297,269,369,125
"Sabe leer y escribir (033)",1258,,107,119,99,296,261,321,55
"No sabe leer y escribir (034)",232,63,37,3,2,1,8,48,70
