"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PARURO (000)",30939,19604,992,371,10001
"Menos de 1 año (001)",577,513,17,,47
"De 1 a 14 años (002)",11496,10084,303,108,1008
"De 15 a 29 años (003)",5718,2994,162,75,2493
"De 30 a 44 años (004)",5551,2564,258,100,2632
"De 45 a 64 años (005)",4818,2199,192,59,2378
"De 65 y mas años (006)",2779,1250,60,29,1443
"Hombres (008)",15760,9785,553,226,5215
"Menos de 1 año (009)",282,251,9,,22
"De 1 a 14 años (010)",6018,5281,161,57,523
"De 15 a 29 años (011)",2965,1415,90,43,1419
"De 30 a 44 años (012)",2777,1167,140,76,1397
"De 45 a 64 años (013)",2434,1090,119,37,1196
"De 65 y mas años (014)",1284,581,34,13,658
"Mujeres (016)",15179,9819,439,145,4786
"Menos de 1 año (017)",295,262,8,,25
"De 1 a 14 años (018)",5478,4803,142,51,485
"De 15 a 29 años (019)",2753,1579,72,32,1074
"De 30 a 44 años (020)",2774,1397,118,24,1235
"De 45 a 64 años (021)",2384,1109,73,22,1182
"De 65 y mas años (022)",1495,669,26,16,785
,,,,,
"URBANA (024)",10575,5279,644,188,4477
"Menos de 1 año (025)",169,135,12,,22
"De 1 a 14 años (026)",3557,2958,182,43,377
"De 15 a 29 años (027)",2013,802,93,35,1086
"De 30 a 44 años (028)",2015,567,176,54,1219
"De 45 a 64 años (029)",1729,495,137,40,1062
"De 65 y mas años (030)",1092,322,44,16,711
"Hombres (032)",5323,2625,341,123,2243
"Menos de 1 año (033)",82,64,7,,11
"De 1 a 14 años (034)",1843,1540,99,24,182
"De 15 a 29 años (035)",1036,379,42,20,596
"De 30 a 44 años (036)",994,255,81,45,614
"De 45 a 64 años (037)",870,238,86,26,524
"De 65 y mas años (038)",498,149,26,8,316
"Mujeres (040)",5252,2654,303,65,2234
"Menos de 1 año (041)",87,71,5,,11
"De 1 a 14 años (042)",1714,1418,83,19,195
"De 15 a 29 años (043)",977,423,51,15,490
"De 30 a 44 años (044)",1021,312,95,9,605
"De 45 a 64 años (045)",859,257,51,14,538
"De 65 y mas años (046)",594,173,18,8,395
,,,,,
"RURAL (048)",20364,14325,348,183,5524
"Menos de 1 año (049)",408,378,5,,25
"De 1 a 14 años (050)",7939,7126,121,65,631
"De 15 a 29 años (051)",3705,2192,69,40,1407
"De 30 a 44 años (052)",3536,1997,82,46,1413
"De 45 a 64 años (053)",3089,1704,55,19,1316
"De 65 y mas años (054)",1687,928,16,13,732
"Hombres (056)",10437,7160,212,103,2972
"Menos de 1 año (057)",200,187,2,,11
"De 1 a 14 años (058)",4175,3741,62,33,341
"De 15 a 29 años (059)",1929,1036,48,23,823
"De 30 a 44 años (060)",1783,912,59,31,783
"De 45 a 64 años (061)",1564,852,33,11,672
"De 65 y mas años (062)",786,432,8,5,342
"Mujeres (064)",9927,7165,136,80,2552
"Menos de 1 año (065)",208,191,3,,14
"De 1 a 14 años (066)",3764,3385,59,32,290
"De 15 a 29 años (067)",1776,1156,21,17,584
"De 30 a 44 años (068)",1753,1085,23,15,630
"De 45 a 64 años (069)",1525,852,22,8,644
"De 65 y mas años (070)",901,496,8,8,390
