"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia MELGAR (000)",42977,42116,861
"Hombres (001)",20419,20059,360
"Mujeres (002)",22558,22057,501
"De 18 a 29 años (003)",13930,13549,381
"Hombres (004)",6726,6511,215
"Mujeres (005)",7204,7038,166
"De 30 a 44 años (006)",13255,13210,45
"Hombres (007)",6232,6216,16
"Mujeres (008)",7023,6994,29
"De 45 a 64 años (009)",10338,10256,82
"Hombres (010)",4962,4935,27
"Mujeres (011)",5376,5321,55
"De 65 y más años (012)",5454,5101,353
"Hombres (013)",2499,2397,102
"Mujeres (014)",2955,2704,251
,,,
"URBANA (015)",20319,19945,374
"Hombres (016)",9451,9294,157
"Mujeres (017)",10868,10651,217
"De 18 a 29 años (018)",6941,6749,192
"Hombres (019)",3323,3214,109
"Mujeres (020)",3618,3535,83
"De 30 a 44 años (021)",6724,6708,16
"Hombres (022)",3076,3070,6
"Mujeres (023)",3648,3638,10
"De 45 a 64 años (024)",4453,4424,29
"Hombres (025)",2125,2116,9
"Mujeres (026)",2328,2308,20
"De 65 y más años (027)",2201,2064,137
"Hombres (028)",927,894,33
"Mujeres (029)",1274,1170,104
,,,
"RURAL (030)",22658,22171,487
"Hombres (031)",10968,10765,203
"Mujeres (032)",11690,11406,284
"De 18 a 29 años (033)",6989,6800,189
"Hombres (034)",3403,3297,106
"Mujeres (035)",3586,3503,83
"De 30 a 44 años (036)",6531,6502,29
"Hombres (037)",3156,3146,10
"Mujeres (038)",3375,3356,19
"De 45 a 64 años (039)",5885,5832,53
"Hombres (040)",2837,2819,18
"Mujeres (041)",3048,3013,35
"De 65 y más años (042)",3253,3037,216
"Hombres (043)",1572,1503,69
"Mujeres (044)",1681,1534,147
