"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia HUAMANGA",,,,,,,
"Viviendas particulares (001)",52332,23242,4264,1499,13830,519,8978
"Ocupantes presentes (002)",217703,105571,16966,5997,57289,2028,29852
"Casa independiente",,,,,,,
"Viviendas particulares (004)",46735,20776,3008,1439,12865,487,8160
"Ocupantes presentes (005)",197433,96198,12880,5760,53357,1937,27301
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",656,546,110,,,,
"Ocupantes presentes (008)",2347,1979,368,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",1815,1302,477,,,,36
"Ocupantes presentes (011)",6808,5079,1606,,,,123
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1306,579,667,,,,60
"Ocupantes presentes (014)",4471,2179,2110,,,,182
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",1754,14,,58,948,31,703
"Ocupantes presentes (017)",6404,40,,233,3865,89,2177
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",15,1,,,5,,9
"Ocupantes presentes (020)",94,15,,,30,,49
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",46,24,2,2,11,1,6
"Ocupantes presentes (023)",136,81,2,4,36,2,11
"Otro tipo",,,,,,,
"Viviendas particulares (025)",5,,,,1,,4
"Ocupantes presentes (026)",10,,,,1,,9
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",36980,23116,4178,1104,4715,342,3525
"Ocupantes presentes (029)",157988,105086,16554,4297,18439,1450,12162
"Casa independiente",,,,,,,
"Viviendas particulares (031)",33149,20664,2922,1103,4707,342,3411
"Ocupantes presentes (032)",144157,95753,12468,4295,18401,1450,11790
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",656,546,110,,,,
"Ocupantes presentes (035)",2347,1979,368,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",1815,1302,477,,,,36
"Ocupantes presentes (038)",6808,5079,1606,,,,123
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1306,579,667,,,,60
"Ocupantes presentes (041)",4471,2179,2110,,,,182
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",15,1,,,5,,9
"Ocupantes presentes (047)",94,15,,,30,,49
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",35,24,2,1,3,,5
"Ocupantes presentes (050)",102,81,2,2,8,,9
"Otro tipo",,,,,,,
"Viviendas particulares (052)",4,,,,,,4
"Ocupantes presentes (053)",9,,,,,,9
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",15352,126,86,395,9115,177,5453
"Ocupantes presentes (056)",59715,485,412,1700,38850,578,17690
"Casa independiente",,,,,,,
"Viviendas particulares (058)",13586,112,86,336,8158,145,4749
"Ocupantes presentes (059)",53276,445,412,1465,34956,487,15511
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",1754,14,,58,948,31,703
"Ocupantes presentes (071)",6404,40,,233,3865,89,2177
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",11,,,1,8,1,1
"Ocupantes presentes (077)",34,,,2,28,2,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,1,,
"Ocupantes presentes (080)",1,,,,1,,
