"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PALLASCA",,,,,,,
"Viviendas particulares (001)",7103,1394,282,191,1486,86,3664
"Ocupantes presentes (002)",29027,5402,1059,780,6409,337,15040
"Casa independiente",,,,,,,
"Viviendas particulares (004)",6836,1384,275,189,1482,86,3420
"Ocupantes presentes (005)",28030,5368,1042,778,6399,337,14106
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",10,7,1,,,,2
"Ocupantes presentes (011)",23,16,3,,,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",26,1,6,,,,19
"Ocupantes presentes (014)",138,12,14,,,,112
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",226,,,1,4,,221
"Ocupantes presentes (017)",824,,,1,10,,813
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,1,,1,,,
"Ocupantes presentes (020)",4,3,,1,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",2,1,,,,,1
"Ocupantes presentes (023)",7,3,,,,,4
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,,,1
"Ocupantes presentes (026)",1,,,,,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3896,1318,270,138,421,63,1686
"Ocupantes presentes (029)",15045,5105,1001,559,1556,240,6584
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3856,1308,263,137,421,63,1664
"Ocupantes presentes (032)",14876,5071,984,558,1556,240,6467
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",10,7,1,,,,2
"Ocupantes presentes (038)",23,16,3,,,,4
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",26,1,6,,,,19
"Ocupantes presentes (041)",138,12,14,,,,112
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,1,,1,,,
"Ocupantes presentes (047)",4,3,,1,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,1,,,,,
"Ocupantes presentes (050)",3,3,,,,,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3207,76,12,53,1065,23,1978
"Ocupantes presentes (056)",13982,297,58,221,4853,97,8456
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2980,76,12,52,1061,23,1756
"Ocupantes presentes (059)",13154,297,58,220,4843,97,7639
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",226,,,1,4,,221
"Ocupantes presentes (071)",824,,,1,10,,813
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,,,1
"Ocupantes presentes (077)",4,,,,,,4
"Otro tipo",,,,,,,
