"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PIURA (000)",580212,88017,104627,40182,351281
"Hombres (001)",284072,39128,49529,22392,175144
"Mujeres (002)",296140,48889,55098,17790,176137
"PEA (003)",239839,19127,46011,18236,158795
"Hombres (004)",163456,12176,26936,12202,113603
"Mujeres (005)",76383,6951,19075,6034,45192
"Ocupada (006)",226138,17972,44935,17677,147860
"Hombres (007)",153613,11402,26241,11827,105589
"Mujeres (008)",72525,6570,18694,5850,42271
"Desocupada (009)",13701,1155,1076,559,10935
"Hombres (010)",9843,774,695,375,8014
"Mujeres (011)",3858,381,381,184,2921
"No PEA (012)",340373,68890,58616,21946,192486
"Hombres (013)",120616,26952,22593,10190,61541
"Mujeres (014)",219757,41938,36023,11756,130945
,,,,,
"URBANA (018)",501069,75560,100623,39001,289710
"Hombres (019)",242540,33480,47302,21623,142200
"Mujeres (020)",258529,42080,53321,17378,147510
"PEA (021)",210218,17000,44632,17760,133098
"Hombres (022)",136905,10390,25757,11804,90367
"Mujeres (023)",73313,6610,18875,5956,42731
"Ocupada (024)",197951,15943,43586,17215,123455
"Hombres (025)",128304,9698,25089,11439,83476
"Mujeres (026)",69647,6245,18497,5776,39979
"Desocupada (027)",12267,1057,1046,545,9643
"Hombres (028)",8601,692,668,365,6891
"Mujeres (029)",3666,365,378,180,2752
"No PEA (030)",290851,58560,55991,21241,156612
"Hombres (031)",105635,23090,21545,9819,51833
"Mujeres (032)",185216,35470,34446,11422,104779
,,,,,
"RURAL (036)",79143,12457,4004,1181,61571
"Hombres (037)",41532,5648,2227,769,32944
"Mujeres (038)",37611,6809,1777,412,28627
"PEA (039)",29621,2127,1379,476,25697
"Hombres (040)",26551,1786,1179,398,23236
"Mujeres (041)",3070,341,200,78,2461
"Ocupada (042)",28187,2029,1349,462,24405
"Hombres (043)",25309,1704,1152,388,22113
"Mujeres (044)",2878,325,197,74,2292
"Desocupada (045)",1434,98,30,14,1292
"Hombres (046)",1242,82,27,10,1123
"Mujeres (047)",192,16,3,4,169
"No PEA (048)",49522,10330,2625,705,35874
"Hombres (049)",14981,3862,1048,371,9708
"Mujeres (050)",34541,6468,1577,334,26166
