"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia ALTO AMAZONAS",,,,,,
"Viviendas particulares (001)",21248,21050,173,19,5,1
"Ocupantes presentes (002)",103588,101745,1507,250,70,16
"Casa independiente",,,,,,
"Viviendas particulares (004)",15354,15179,155,15,4,1
"Ocupantes presentes (005)",74026,72399,1362,193,56,16
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",19,19,,,,
"Ocupantes presentes (008)",71,71,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",289,278,7,3,1,
"Ocupantes presentes (011)",936,832,49,41,14,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",63,60,2,1,,
"Ocupantes presentes (014)",260,231,13,16,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",5372,5363,9,,,
"Ocupantes presentes (017)",27721,27638,83,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",114,114,,,,
"Ocupantes presentes (020)",467,467,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",30,30,,,,
"Ocupantes presentes (023)",90,90,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",7,7,,,,
"Ocupantes presentes (026)",17,17,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",12980,12792,163,19,5,1
"Ocupantes presentes (029)",61796,60049,1411,250,70,16
"Casa independiente",,,,,,
"Viviendas particulares (031)",12463,12289,154,15,4,1
"Ocupantes presentes (032)",59974,58360,1349,193,56,16
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",19,19,,,,
"Ocupantes presentes (035)",71,71,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",289,278,7,3,1,
"Ocupantes presentes (038)",936,832,49,41,14,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",63,60,2,1,,
"Ocupantes presentes (041)",260,231,13,16,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",114,114,,,,
"Ocupantes presentes (047)",467,467,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",25,25,,,,
"Ocupantes presentes (050)",71,71,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",7,7,,,,
"Ocupantes presentes (053)",17,17,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",8268,8258,10,,,
"Ocupantes presentes (056)",41792,41696,96,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",2891,2890,1,,,
"Ocupantes presentes (059)",14052,14039,13,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",5372,5363,9,,,
"Ocupantes presentes (071)",27721,27638,83,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",5,5,,,,
"Ocupantes presentes (077)",19,19,,,,
"Otro tipo",,,,,,
