"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUALGAYOC (000)",42533,11660,50,21347,6100,560,1772,199,845
"Empleado (001)",2560,40,1,152,380,182,1082,92,631
"Obrero (002)",4796,559,6,2458,1286,125,241,35,86
"Trabajador independiente (003)",25394,7590,26,13942,3132,200,356,46,102
"Empleador o patrono (004)",132,15,,47,36,6,11,3,14
"Trabajador familiar no remunerado (005)",9239,3324,17,4556,1198,36,76,21,11
"Trabajador del hogar (006)",412,132,,192,68,11,6,2,1
"Hombres (008)",23176,3028,23,13184,4677,413,1122,146,583
"Empleado (009)",1636,9,1,91,295,126,622,67,425
"Obrero (010)",4456,482,5,2300,1229,117,219,34,70
"Trabajador independiente (011)",14057,2255,8,9013,2298,142,234,33,74
"Empleador o patrono (012)",94,9,,37,29,4,7,2,6
"Trabajador familiar no remunerado (013)",2920,272,9,1738,822,22,39,10,8
"Trabajador del hogar (014)",13,1,,5,4,2,1,,
"Mujeres (016)",19357,8632,27,8163,1423,147,650,53,262
"Empleado (017)",924,31,,61,85,56,460,25,206
"Obrero (018)",340,77,1,158,57,8,22,1,16
"Trabajador independiente (019)",11337,5335,18,4929,834,58,122,13,28
"Empleador o patrono (020)",38,6,,10,7,2,4,1,8
"Trabajador familiar no remunerado (021)",6319,3052,8,2818,376,14,37,11,3
"Trabajador del hogar (022)",399,131,,187,64,9,5,2,1
,,,,,,,,,
"URBANA (024)",7776,652,12,2364,2017,394,1435,161,741
"Empleado (025)",2161,24,1,114,283,151,943,77,568
"Obrero (026)",1560,88,3,466,606,97,192,32,76
"Trabajador independiente (027)",3165,400,5,1398,878,119,250,35,80
"Empleador o patrono (028)",79,2,,21,28,4,10,3,11
"Trabajador familiar no remunerado (029)",561,86,3,246,161,13,35,12,5
"Trabajador del hogar (030)",250,52,,119,61,10,5,2,1
"Hombres (032)",5289,262,9,1670,1581,285,866,115,501
"Empleado (033)",1338,5,1,70,215,101,517,54,375
"Obrero (034)",1419,68,2,413,578,91,174,31,62
"Trabajador independiente (035)",2177,165,4,1024,666,81,156,23,58
"Empleador o patrono (036)",55,2,,17,23,2,6,2,3
"Trabajador familiar no remunerado (037)",293,22,2,143,98,8,12,5,3
"Trabajador del hogar (038)",7,,,3,1,2,1,,
"Mujeres (040)",2487,390,3,694,436,109,569,46,240
"Empleado (041)",823,19,,44,68,50,426,23,193
"Obrero (042)",141,20,1,53,28,6,18,1,14
"Trabajador independiente (043)",988,235,1,374,212,38,94,12,22
"Empleador o patrono (044)",24,,,4,5,2,4,1,8
"Trabajador familiar no remunerado (045)",268,64,1,103,63,5,23,7,2
"Trabajador del hogar (046)",243,52,,116,60,8,4,2,1
,,,,,,,,,
"RURAL (048)",34757,11008,38,18983,4083,166,337,38,104
"Empleado (049)",399,16,,38,97,31,139,15,63
"Obrero (050)",3236,471,3,1992,680,28,49,3,10
"Trabajador independiente (051)",22229,7190,21,12544,2254,81,106,11,22
"Empleador o patrono (052)",53,13,,26,8,2,1,,3
"Trabajador familiar no remunerado (053)",8678,3238,14,4310,1037,23,41,9,6
"Trabajador del hogar (054)",162,80,,73,7,1,1,,
"Hombres (056)",17887,2766,14,11514,3096,128,256,31,82
"Empleado (057)",298,4,,21,80,25,105,13,50
"Obrero (058)",3037,414,3,1887,651,26,45,3,8
"Trabajador independiente (059)",11880,2090,4,7989,1632,61,78,10,16
"Empleador o patrono (060)",39,7,,20,6,2,1,,3
"Trabajador familiar no remunerado (061)",2627,250,7,1595,724,14,27,5,5
"Trabajador del hogar (062)",6,1,,2,3,,,,
"Mujeres (064)",16870,8242,24,7469,987,38,81,7,22
"Empleado (065)",101,12,,17,17,6,34,2,13
"Obrero (066)",199,57,,105,29,2,4,,2
"Trabajador independiente (067)",10349,5100,17,4555,622,20,28,1,6
"Empleador o patrono (068)",14,6,,6,2,,,,
"Trabajador familiar no remunerado (069)",6051,2988,7,2715,313,9,14,4,1
"Trabajador del hogar (070)",156,79,,71,4,1,1,,
