"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia PARURO",,,,,,,,,
"Hogares (001)",8397,192,124,85,62,40,39,29,7826
"Ocupantes presentes (002)",30753,496,319,251,223,182,192,140,28950
"Casa independiente",,,,,,,,,
"Hogares (004)",7504,188,119,84,60,38,37,28,6950
"Ocupantes presentes (005)",27092,486,310,249,214,175,181,135,25342
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",22,,2,,,1,2,1,16
"Ocupantes presentes (014)",68,,4,,,2,11,5,46
"Choza o cabaña",,,,,,,,,
"Hogares (016)",862,4,2,1,2,1,,,852
"Ocupantes presentes (017)",3572,10,3,2,9,5,,,3543
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",7,,1,,,,,,6
"Ocupantes presentes (023)",18,,2,,,,,,16
"Otro tipo",,,,,,,,,
"Hogares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3057,113,94,64,47,28,21,20,2670
"Ocupantes presentes (029)",10445,295,245,191,160,127,107,95,9225
"Casa independiente",,,,,,,,,
"Hogares (031)",3029,113,91,64,47,27,19,19,2649
"Ocupantes presentes (032)",10362,295,239,191,160,125,96,90,9166
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",22,,2,,,1,2,1,16
"Ocupantes presentes (041)",68,,4,,,2,11,5,46
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,1,,,,,,4
"Ocupantes presentes (050)",14,,2,,,,,,12
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5340,79,30,21,15,12,18,9,5156
"Ocupantes presentes (056)",20308,201,74,60,63,55,85,45,19725
"Casa independiente",,,,,,,,,
"Hogares (058)",4475,75,28,20,13,11,18,9,4301
"Ocupantes presentes (059)",16730,191,71,58,54,50,85,45,16176
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",862,4,2,1,2,1,,,852
"Ocupantes presentes (071)",3572,10,3,2,9,5,,,3543
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
