"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia NAZCA (000)",16357,256,5687,4798,1940,759,344,91,11,,2471
"Conviviente (001)",6129,82,2488,1944,667,201,75,22,4,,646
"Separado(a) (002)",1206,32,494,376,132,58,28,5,,,81
"Casado(a) (003)",5528,83,1842,1776,811,347,173,43,2,,451
"Viudo(a) (004)",1132,43,476,283,110,58,31,13,3,,115
"Divorciado(a) (005)",126,5,45,41,14,6,1,1,,,13
"Soltero(a) (006)",2236,11,342,378,206,89,36,7,2,,1165
,,,,,,,,,,,
"URBANA (008)",14423,196,4837,4320,1757,711,324,84,10,,2184
"Conviviente (009)",5275,55,2098,1715,575,184,67,20,3,,558
"Separado(a) (010)",1105,28,440,351,127,54,28,5,,,72
"Casado(a) (011)",4896,67,1538,1612,753,333,165,39,2,,387
"Viudo(a) (012)",982,32,410,250,97,49,28,13,3,,100
"Divorciado(a) (013)",123,5,44,41,14,6,1,1,,,11
"Soltero(a) (014)",2042,9,307,351,191,85,35,6,2,,1056
,,,,,,,,,,,
"RURAL (016)",1934,60,850,478,183,48,20,7,1,,287
"Conviviente (017)",854,27,390,229,92,17,8,2,1,,88
"Separado(a) (018)",101,4,54,25,5,4,,,,,9
"Casado(a) (019)",632,16,304,164,58,14,8,4,,,64
"Viudo(a) (020)",150,11,66,33,13,9,3,,,,15
"Divorciado(a) (021)",3,,1,,,,,,,,2
"Soltero(a) (022)",194,2,35,27,15,4,1,1,,,109
