"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia NAZCA (000)",37490,36724,766
"Hombres (001)",19149,18763,386
"Mujeres (002)",18341,17961,380
"De 18 a 29 años (003)",11566,11135,431
"Hombres (004)",5875,5639,236
"Mujeres (005)",5691,5496,195
"De 30 a 44 años (006)",12729,12615,114
"Hombres (007)",6425,6362,63
"Mujeres (008)",6304,6253,51
"De 45 a 64 años (009)",9521,9426,95
"Hombres (010)",4926,4880,46
"Mujeres (011)",4595,4546,49
"De 65 y más años (012)",3674,3548,126
"Hombres (013)",1923,1882,41
"Mujeres (014)",1751,1666,85
,,,
"URBANA (015)",32801,32132,669
"Hombres (016)",16569,16228,341
"Mujeres (017)",16232,15904,328
"De 18 a 29 años (018)",10188,9807,381
"Hombres (019)",5117,4905,212
"Mujeres (020)",5071,4902,169
"De 30 a 44 años (021)",11333,11230,103
"Hombres (022)",5676,5620,56
"Mujeres (023)",5657,5610,47
"De 45 a 64 años (024)",8257,8177,80
"Hombres (025)",4220,4180,40
"Mujeres (026)",4037,3997,40
"De 65 y más años (027)",3023,2918,105
"Hombres (028)",1556,1523,33
"Mujeres (029)",1467,1395,72
,,,
"RURAL (030)",4689,4592,97
"Hombres (031)",2580,2535,45
"Mujeres (032)",2109,2057,52
"De 18 a 29 años (033)",1378,1328,50
"Hombres (034)",758,734,24
"Mujeres (035)",620,594,26
"De 30 a 44 años (036)",1396,1385,11
"Hombres (037)",749,742,7
"Mujeres (038)",647,643,4
"De 45 a 64 años (039)",1264,1249,15
"Hombres (040)",706,700,6
"Mujeres (041)",558,549,9
"De 65 y más años (042)",651,630,21
"Hombres (043)",367,359,8
"Mujeres (044)",284,271,13
